period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,1,2020-02-05,2020-02-04,122312.25756,8950.000000000013,54.078920000000004,159.20000000001014,0.0,18,1,3,2020-03-02,2020-02-28,False,8736.721080000003,0.07142964453676463
evaluation,BASE,2,2020-07-01,2020-06-30,104351.86620000002,15786.599999999991,44.859840000000005,149.39999999998355,0.0,4,1,1,2020-07-07,2020-07-06,False,15592.340160000009,0.14942080796251256
evaluation,BASE,3,2020-08-19,2020-08-18,88124.6214,-2675.4999999999927,35.0436,109.20000000000414,0.0,30,2,2,2020-09-30,2020-09-29,False,-2819.743599999997,-0.031997227961991524
evaluation,BASE,4,2021-01-05,2021-01-04,7458.599999999999,226.80000000000018,10.0,8.399999999999075,100.8,12,1,1,2021-01-21,2021-01-20,False,309.2000000000011,0.04145550103236548
evaluation,BASE,5,2021-02-03,2021-02-02,3301.3999999999996,-61.19999999999982,10.0,3.6000000000001364,0.0,12,1,1,2021-02-26,2021-02-25,False,-74.79999999999995,-0.02265705458290421
evaluation,BASE,6,2021-07-29,2021-07-28,221614.71408,8994.800000000017,90.37288000000001,271.2000000000103,0.0,9,1,1,2021-08-11,2021-08-10,False,8633.227120000007,0.03895601948561739
evaluation,BASE,7,2021-10-29,2021-10-28,33164.931659999995,1000.1000000000031,17.112659999999998,40.20000000000152,0.0,31,1,2,2021-12-13,2021-12-10,False,942.7873400000016,0.028427236023437708
evaluation,BASE,8,2022-05-13,2022-05-12,91694.13515999999,972.3000000000029,36.84036,122.09999999999562,0.0,19,2,2,2022-06-10,2022-06-09,False,813.3596400000073,0.008870356196508647
evaluation,BASE,9,2022-08-10,2022-08-09,78228.6426,-551.9999999999845,34.67396,111.60000000000423,0.0,17,1,2,2022-09-02,2022-09-01,False,-698.2739599999887,-0.008926065144328463
evaluation,BASE,10,2024-02-19,2024-02-08,73949.18688,2211.899999999994,29.998620000000003,87.60000000000008,0.0,4,1,1,2024-02-23,2024-02-22,False,2094.3013799999944,0.0283208168792781
evaluation,BASE,11,2024-06-18,2024-06-17,95896.1754,-216.0,38.286,108.00000000000009,0.0,22,1,1,2024-07-18,2024-07-17,False,-362.28600000000006,-0.0037778983206456437
evaluation,BASE,12,2024-08-02,2024-08-01,73755.34812000001,-681.6000000000058,29.34288,85.20000000000007,0.0,2,1,1,2024-08-06,2024-08-05,False,-796.1428800000059,-0.01079437492050991
evaluation,BASE,13,2024-08-28,2024-08-27,73861.56936000001,-2430.9000000000087,29.035020000000003,87.59999999999036,0.0,11,1,1,2024-09-12,2024-09-11,False,-2547.535019999999,-0.034490670074763204
evaluation,BASE,14,2024-09-25,2024-09-24,74722.34148,11085.199999999997,32.07860000000001,106.9999999999882,0.0,3,1,1,2024-09-30,2024-09-27,False,10946.121400000007,0.1464906102136778
evaluation,BASE,15,2025-04-09,2025-04-08,240635.91755999997,10185.799999999988,98.22076,257.5999999999911,0.0,10,2,1,2025-04-23,2025-04-22,False,9829.979239999997,0.0408500083432017
evaluation,BASE,16,2025-06-03,2025-05-30,15007.4,-163.40000000000146,10.0,15.199999999998326,334.4,11,1,1,2025-06-18,2025-06-17,False,145.80000000000018,0.009715207164465542
evaluation,BASE,17,2025-12-19,2025-12-18,198598.91184,8550.0,81.0828,254.39999999999367,0.0,18,1,2,2026-01-16,2026-01-15,False,8214.517200000006,0.04136234747659635
evaluation,BASE,18,2026-02-03,2026-02-02,2790.7999999999997,7.200000000000273,10.0,3.6000000000001364,0.0,1,1,1,2026-02-04,2026-02-03,False,-6.399999999999864,-0.002293249247527542
evaluation,BASE,19,2026-05-06,2026-04-30,173131.31934000002,-982.7999999999738,68.99976000000001,211.7999999999921,0.0,8,2,2,2026-05-18,2026-05-15,False,-1263.599759999966,-0.0072985047697723265
evaluation,BASE,20,2026-06-05,2026-06-04,92855.36736,3213.0,37.75464,113.39999999998751,0.0,11,1,1,2026-06-23,2026-06-22,False,3061.8453600000125,0.03297434975545621
evaluation,BASE,21,2026-07-23,2026-07-22,88869.97043999999,-1748.3999999999942,35.16888,111.59999999998772,0.0,6,1,1,2026-07-31,2026-07-30,False,-1895.1688799999818,-0.021325188594267547
evaluation,BASE,22,2026-08-07,2026-08-06,87604.91748,576.5999999999913,35.12796,111.60000000000423,0.0,5,1,1,2026-08-14,2026-08-13,True,429.872039999987,0.0049069396144129215
evaluation,STRESS,1,2020-02-05,2020-02-04,122401.34096000002,8950.000000000013,102.71808,288.40000000001123,0.0,18,1,3,2020-03-02,2020-02-28,False,8558.881920000002,0.06992473981798117
evaluation,STRESS,2,2020-07-01,2020-06-30,104422.55232,15786.599999999991,89.71968000000001,248.99999999999469,0.0,4,1,1,2020-07-07,2020-07-06,False,15447.880319999997,0.14793624534918853
evaluation,STRESS,3,2020-08-19,2020-08-18,88178.65736000001,-2675.4999999999927,69.37172000000001,182.00000000000364,0.0,30,2,2,2020-09-30,2020-09-29,False,-2926.8717199999965,-0.03319251854845883
evaluation,STRESS,4,2021-01-05,2021-01-04,6930.1,210.60000000000036,10.0,15.599999999999437,93.6,12,1,1,2021-01-21,2021-01-20,False,278.60000000000093,0.04020144009465966
evaluation,STRESS,5,2021-02-03,2021-02-02,3303.2,-61.19999999999982,10.0,7.200000000000273,0.0,12,1,1,2021-02-26,2021-02-25,False,-78.40000000000009,-0.023734560426253357
evaluation,STRESS,6,2021-07-29,2021-07-28,221258.86815999998,8974.899999999994,180.32784,496.09999999996535,0.0,9,1,1,2021-08-11,2021-08-10,False,8298.472160000028,0.03750571549520498
evaluation,STRESS,7,2021-10-29,2021-10-28,33184.968680000005,1000.1000000000031,29.224200000000003,73.7000000000056,0.0,31,1,2,2021-12-13,2021-12-10,False,897.1757999999975,0.02703560785762349
evaluation,STRESS,8,2022-05-13,2022-05-12,90938.96104,965.8000000000029,73.02432,210.20000000000508,0.0,19,2,2,2022-06-10,2022-06-09,False,682.5756799999979,0.007505866266712276
evaluation,STRESS,9,2022-08-10,2022-08-09,77860.6318,-549.6999999999962,64.01412,184.99999999999605,0.0,17,1,2,2022-09-02,2022-09-01,False,-798.7141199999922,-0.010258253773892344
evaluation,STRESS,10,2024-02-19,2024-02-08,73669.85616000001,2201.800000000003,59.72328,174.40000000000015,0.0,4,1,1,2024-02-23,2024-02-22,False,1967.6767200000027,0.026709387293040187
evaluation,STRESS,11,2024-06-18,2024-06-17,95613.93028,-215.1999999999971,76.2884,215.2000000000002,0.0,22,1,1,2024-07-18,2024-07-17,False,-506.6883999999973,-0.005299315680426365
evaluation,STRESS,12,2024-08-02,2024-08-01,73466.17472000001,-678.3999999999942,58.41024,169.60000000000014,0.0,2,1,1,2024-08-06,2024-08-05,False,-906.4102399999944,-0.012337790057187208
evaluation,STRESS,13,2024-08-28,2024-08-27,73582.62127999999,-2419.800000000003,57.80488,174.40000000000015,0.0,11,1,1,2024-09-12,2024-09-11,False,-2652.004880000003,-0.03604118518567681
evaluation,STRESS,14,2024-09-25,2024-09-24,74081.22063999998,10981.599999999991,63.557599999999994,190.7999999999978,0.0,3,1,1,2024-09-30,2024-09-27,False,10727.242399999994,0.14480380192612327
evaluation,STRESS,15,2025-04-09,2025-04-08,238938.23708000002,10111.699999999983,194.91436000000002,511.2000000000198,0.0,10,2,1,2025-04-23,2025-04-22,False,9405.585639999961,0.03936408736811276
evaluation,STRESS,16,2025-06-03,2025-05-30,14620.846,-159.10000000000036,11.616520000000001,29.600000000000026,325.59999999999997,11,1,1,2025-06-18,2025-06-17,False,125.28347999999957,0.008568825634303211
evaluation,STRESS,17,2025-12-19,2025-12-18,197317.39540000004,8488.0,161.01760000000002,421.0000000000284,0.0,18,1,2,2026-01-16,2026-01-15,False,7905.982399999973,0.04006733610066683
evaluation,STRESS,18,2026-02-03,2026-02-02,2792.0000000000005,7.200000000000273,10.0,6.000000000000405,0.0,1,1,1,2026-02-04,2026-02-03,False,-8.800000000000132,-0.003151862464183428
evaluation,STRESS,19,2026-05-06,2026-04-30,171272.58164,-970.5999999999767,136.43544000000003,349.0000000000091,0.0,8,2,2,2026-05-18,2026-05-15,False,-1456.0354399999858,-0.008501275721180201
evaluation,STRESS,20,2026-06-05,2026-06-04,91928.55672,3178.9999999999854,74.70276,205.69999999998566,0.0,11,1,1,2026-06-23,2026-06-22,False,2898.5972399999996,0.03153097735264868
evaluation,STRESS,21,2026-07-23,2026-07-22,87490.68228,-1720.199999999997,69.20328,182.9999999999961,0.0,6,1,1,2026-07-31,2026-07-30,False,-1972.4032799999932,-0.022544152458288422
evaluation,STRESS,22,2026-08-07,2026-08-06,86717.07296,570.3999999999942,69.50048000000001,183.99999999999608,0.0,5,1,1,2026-08-14,2026-08-13,True,316.89951999999806,0.003654407479207403
earlier_diagnostic,BASE,1,2015-01-05,2014-12-31,66101.43135999999,-5146.400000000009,26.4048,73.59999999999438,644.0000000000001,11,2,1,2015-01-20,2015-01-19,False,-4602.404800000003,-0.0696264015061111
earlier_diagnostic,BASE,2,2015-02-11,2015-02-10,94838.56392,32604.09999999999,44.563320000000004,137.50000000000927,0.0,60,3,3,2015-05-15,2015-05-14,False,32422.03667999998,0.3418655380246924
earlier_diagnostic,BASE,3,2015-06-03,2015-06-02,56760.3498,-5940.000000000007,21.498400000000004,65.99999999999272,0.0,13,1,1,2015-06-23,2015-06-19,False,-6027.4984,-0.10619205873886281
earlier_diagnostic,BASE,4,2015-09-29,2015-09-28,85932.38303999999,9164.399999999994,36.178799999999995,100.79999999999201,0.0,60,2,1,2015-12-29,2015-12-28,False,9027.421200000003,0.1050526109091831
earlier_diagnostic,BASE,5,2016-05-03,2016-04-29,315672.82194000005,4078.0999999999767,127.05838000000001,396.40000000001163,0.0,60,3,5,2016-07-28,2016-07-27,False,3554.6416199999653,0.011260524736195364
earlier_diagnostic,BASE,6,2017-05-18,2017-05-17,85042.005,7550.0,35.5,100.00000000000009,0.0,60,1,1,2017-08-14,2017-08-11,False,7414.5,0.08718632633367475
earlier_diagnostic,BASE,7,2018-02-13,2018-02-12,155223.43847999998,4950.0,63.02736,198.00000000001336,0.0,10,1,1,2018-03-06,2018-03-05,False,4688.972639999986,0.03020789054743266
earlier_diagnostic,BASE,8,2018-10-09,2018-10-08,88122.621,-6785.399999999994,33.86388000000001,105.2000000000001,0.0,8,1,1,2018-10-19,2018-10-18,False,-6924.463879999994,-0.0785775979132531
earlier_diagnostic,BASE,9,2019-02-28,2019-02-27,165962.38584,6328.000000000029,67.60112000000001,180.80000000002025,0.0,4,1,1,2019-03-06,2019-03-05,False,6079.598880000009,0.03663239022040326
earlier_diagnostic,BASE,10,2019-05-31,2019-05-30,245428.97598,10339.199999999983,100.16676000000001,265.2000000000002,0.0,16,5,1,2019-06-25,2019-06-24,False,9973.833239999982,0.04063836879966752
earlier_diagnostic,STRESS,1,2015-01-05,2014-12-31,66150.44959999999,-5146.400000000009,50.781760000000006,147.20000000000013,644.0000000000001,11,2,1,2015-01-20,2015-01-19,False,-4700.381760000008,-0.07105593066142983
earlier_diagnostic,STRESS,2,2015-02-11,2015-02-10,94922.35376,32576.200000000004,88.839,247.49999999999716,0.0,60,3,3,2015-05-15,2015-05-14,False,32239.861000000008,0.33964455918902625
