period,date,panic_state,learned_state,target,panic_budget,learned_budget,panic_cycle_risk,learned_cycle_risk,panic_mature_cycles,learned_mature_cycles,panic_squared_loss_sum,learned_squared_loss_sum,panic_latest_maturity,learned_latest_maturity,risk_update_scheduled,last_successful_risk_origin,risk_status
earlier_diagnostic,2017-05-02,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-06-01,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-07-03,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-08-01,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-09-01,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-10-09,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-11-01,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-12-01,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-01-02,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2018-01-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-02-01,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2018-02-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-03-01,1.0,0.0,0.4892606344342088,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2018-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-04-02,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-04-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-05-02,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-06-01,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-07-02,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-07-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-08-01,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-09-03,0.0,0.0,0.0,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-09-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-10-08,0.0,1.0,0.49601822222657355,0.5039817777734265,0.49601822222657355,0.04502662776820618,0.04574952873283201,8,7,0.016646574873589365,0.013144155034209772,2018-03-06,2017-08-14,True,2018-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-11-01,0.0,0.0,0.0,0.507005134327387,0.492994865672613,0.04528935696779671,0.04657642120010894,9,8,0.018911258545565163,0.015924267106289622,2018-10-19,2018-10-15,True,2018-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2018-12-03,0.0,0.0,0.0,0.507005134327387,0.492994865672613,0.04528935696779671,0.04657642120010894,9,8,0.018911258545565163,0.015924267106289622,2018-10-19,2018-10-15,True,2018-12-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-01-02,0.0,0.0,0.0,0.507005134327387,0.492994865672613,0.04528935696779671,0.04657642120010894,9,8,0.018911258545565163,0.015924267106289622,2018-10-19,2018-10-15,True,2019-01-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-02-01,0.0,0.0,0.0,0.507005134327387,0.492994865672613,0.04528935696779671,0.04657642120010894,9,8,0.018911258545565163,0.015924267106289622,2018-10-19,2018-10-15,True,2019-02-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-03-01,0.0,1.0,0.492994865672613,0.507005134327387,0.492994865672613,0.04528935696779671,0.04657642120010894,9,8,0.018911258545565163,0.015924267106289622,2018-10-19,2018-10-15,True,2019-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-04-01,0.0,0.0,0.0,0.4939219112930399,0.5060780887069601,0.04528935696779671,0.044201490350868955,9,9,0.018911258545565163,0.015937717492379613,2018-10-19,2019-03-11,True,2019-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-05-06,0.0,0.0,0.0,0.4939219112930399,0.5060780887069601,0.04528935696779671,0.044201490350868955,9,9,0.018911258545565163,0.015937717492379613,2018-10-19,2019-03-11,True,2019-05-06,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-06-03,0.0,1.0,0.5060780887069601,0.4939219112930399,0.5060780887069601,0.04528935696779671,0.044201490350868955,9,9,0.018911258545565163,0.015937717492379613,2018-10-19,2019-03-11,True,2019-06-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-07-01,0.0,1.0,0.5060780887069601,0.4939219112930399,0.5060780887069601,0.04528935696779671,0.044201490350868955,9,9,0.018911258545565163,0.015937717492379613,2018-10-19,2019-03-11,True,2019-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-08-01,0.0,0.0,0.0,0.48481628208659344,0.5151837179134064,0.04528935696779671,0.04261978183656486,9,10,0.018911258545565163,0.01638090384176023,2018-10-19,2019-07-05,True,2019-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-09-02,0.0,0.0,0.0,0.48481628208659344,0.5151837179134064,0.04528935696779671,0.04261978183656486,9,10,0.018911258545565163,0.01638090384176023,2018-10-19,2019-07-05,True,2019-09-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-10-08,0.0,0.0,0.0,0.48481628208659344,0.5151837179134064,0.04528935696779671,0.04261978183656486,9,10,0.018911258545565163,0.01638090384176023,2018-10-19,2019-07-05,True,2019-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-11-01,0.0,0.0,0.0,0.48481628208659344,0.5151837179134064,0.04528935696779671,0.04261978183656486,9,10,0.018911258545565163,0.01638090384176023,2018-10-19,2019-07-05,True,2019-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2019-12-02,0.0,0.0,0.0,0.48481628208659344,0.5151837179134064,0.04528935696779671,0.04261978183656486,9,10,0.018911258545565163,0.01638090384176023,2018-10-19,2019-07-05,True,2019-12-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
