period,cost,origin,actual_cycle,fit_origin,neighbor_cycle,neighbor_origin_index,squared_distance,target
evaluation,STRESS,2021-07-20,4,2021-07-01,15,1366,0.6800195710936805,-0.04953092833092839
evaluation,STRESS,2021-07-20,4,2021-07-01,10,1041,1.0250895529292192,0.009550328358208965
evaluation,STRESS,2021-07-21,4,2021-07-01,9,996,0.14186349862184164,0.026568554254982484
evaluation,STRESS,2021-07-21,4,2021-07-01,18,1716,0.21485925319231103,0.06034681892332788
evaluation,STRESS,2021-07-21,4,2021-07-01,12,1169,0.4668345911480791,-0.03255162790697677
evaluation,STRESS,2021-07-21,4,2021-07-01,15,1370,0.6892768250232164,-0.06658819083608877
evaluation,STRESS,2021-07-21,4,2021-07-01,10,1047,0.8789944729519478,0.012572335329341261
evaluation,STRESS,2021-07-22,4,2021-07-01,9,996,0.20991342163608384,0.026568554254982484
evaluation,STRESS,2021-07-22,4,2021-07-01,18,1716,0.3501230698236537,0.06034681892332788
evaluation,STRESS,2021-07-22,4,2021-07-01,12,1169,0.43685614880132817,-0.03255162790697677
evaluation,STRESS,2021-07-22,4,2021-07-01,10,1047,0.849322639758562,0.012572335329341261
evaluation,STRESS,2021-07-22,4,2021-07-01,20,1926,0.9005898089222079,0.01107373417721526
evaluation,STRESS,2021-07-23,4,2021-07-01,18,1711,0.468292502339657,0.07733259668508294
evaluation,STRESS,2021-07-23,4,2021-07-01,9,990,0.4751037817166204,0.03673386581469642
evaluation,STRESS,2021-07-23,4,2021-07-01,12,1194,0.584382767216111,-0.03086161910308674
evaluation,STRESS,2021-07-23,4,2021-07-01,15,1366,0.78070439729175,-0.04953092833092839
evaluation,STRESS,2021-07-23,4,2021-07-01,10,1066,0.9255584950952895,0.012875531596286224
evaluation,STRESS,2021-07-26,4,2021-07-01,15,1355,0.8003560378650472,-0.019348684863523598
evaluation,STRESS,2021-07-26,4,2021-07-01,11,1109,0.9589596570204455,0.006784547331170738
evaluation,STRESS,2021-07-26,4,2021-07-01,9,983,1.2940670312941926,0.0587158238172919
evaluation,STRESS,2021-07-26,4,2021-07-01,18,1710,1.8573994307166335,0.08936759776536307
evaluation,STRESS,2021-07-26,4,2021-07-01,12,1202,1.9558513172822667,-0.0035920958083832367
evaluation,STRESS,2021-07-27,4,2021-07-01,15,1391,2.35275245249129,-0.03316168316831681
evaluation,STRESS,2021-07-27,4,2021-07-01,11,1112,3.393143064465025,0.014562020802377479
evaluation,STRESS,2021-07-27,4,2021-07-01,19,1897,4.18033530743712,-0.032425945945945917
evaluation,STRESS,2021-07-27,4,2021-07-01,22,2127,6.770810075411593,-0.01824119686188645
evaluation,STRESS,2021-07-27,4,2021-07-01,16,1554,7.48532238802376,-0.035874258970358744
evaluation,STRESS,2021-10-29,5,2021-10-08,10,1019,0.3176068751380915,0.047049411764705784
evaluation,STRESS,2021-10-29,5,2021-10-08,11,1082,0.5671112841558461,-0.0046605830903789286
evaluation,STRESS,2021-10-29,5,2021-10-08,13,1210,0.580791712064865,0.09011452135493374
evaluation,STRESS,2021-10-29,5,2021-10-08,9,956,0.6565757656881592,0.014693746091306978
evaluation,STRESS,2021-10-29,5,2021-10-08,14,1273,0.6727791844640086,0.09475142022829831
evaluation,STRESS,2021-11-01,5,2021-11-01,10,1020,0.3325835751850517,0.04446300185299557
evaluation,STRESS,2021-11-01,5,2021-11-01,13,1213,0.5418532357919833,0.08373142020497804
evaluation,STRESS,2021-11-01,5,2021-11-01,9,957,0.5727255503306484,0.01501107288082565
evaluation,STRESS,2021-11-01,5,2021-11-01,23,2200,0.6399465574475252,-0.08338026717557256
evaluation,STRESS,2021-11-01,5,2021-11-01,11,1083,0.8275135971587521,-0.003789436825211572
evaluation,STRESS,2021-11-02,5,2021-11-01,23,2201,0.41458818194121616,-0.07186968115942026
evaluation,STRESS,2021-11-02,5,2021-11-01,9,959,0.8284863370315801,0.04005608974358974
evaluation,STRESS,2021-11-02,5,2021-11-01,13,1213,1.0726547644074718,0.08373142020497804
evaluation,STRESS,2021-11-02,5,2021-11-01,10,1021,1.117252396656185,0.04060726153846144
evaluation,STRESS,2021-11-02,5,2021-11-01,12,1149,1.596068888484334,-0.026325921591573972
evaluation,STRESS,2021-11-03,5,2021-11-01,23,2201,0.18002092676809414,-0.07186968115942026
evaluation,STRESS,2021-11-03,5,2021-11-01,9,959,0.43707640770393963,0.04005608974358974
evaluation,STRESS,2021-11-03,5,2021-11-01,13,1213,1.1986123104854216,0.08373142020497804
evaluation,STRESS,2021-11-03,5,2021-11-01,10,1021,1.3762606761696246,0.04060726153846144
evaluation,STRESS,2021-11-03,5,2021-11-01,12,1149,1.410455592480401,-0.026325921591573972
evaluation,STRESS,2021-11-04,5,2021-11-01,23,2200,0.29328680260098805,-0.08338026717557256
evaluation,STRESS,2021-11-04,5,2021-11-01,13,1214,0.4285724361916389,0.08309721978343584
evaluation,STRESS,2021-11-04,5,2021-11-01,9,958,0.4821241777178598,0.013110084295972468
evaluation,STRESS,2021-11-04,5,2021-11-01,10,1022,0.557770212457719,0.03677988963825863
evaluation,STRESS,2021-11-04,5,2021-11-01,12,1149,0.677614448326023,-0.026325921591573972
evaluation,STRESS,2021-11-05,5,2021-11-01,23,2201,0.48552004411781263,-0.07186968115942026
evaluation,STRESS,2021-11-05,5,2021-11-01,13,1214,0.7399116235590797,0.08309721978343584
evaluation,STRESS,2021-11-05,5,2021-11-01,9,959,0.8895981646676412,0.04005608974358974
evaluation,STRESS,2021-11-05,5,2021-11-01,12,1155,1.0247221626593888,-0.03142561117578582
evaluation,STRESS,2021-11-05,5,2021-11-01,10,1026,1.0817637344893969,0.030463132236441086
evaluation,STRESS,2021-11-08,5,2021-11-01,23,2201,0.5408340666221836,-0.07186968115942026
evaluation,STRESS,2021-11-08,5,2021-11-01,13,1214,0.8204387216802866,0.08309721978343584
evaluation,STRESS,2021-11-08,5,2021-11-01,12,1155,0.9158362296015288,-0.03142561117578582
evaluation,STRESS,2021-11-08,5,2021-11-01,9,959,0.9240698354514443,0.04005608974358974
evaluation,STRESS,2021-11-08,5,2021-11-01,10,1026,1.013355807644742,0.030463132236441086
evaluation,STRESS,2021-11-09,5,2021-11-01,23,2208,0.5027924253932303,-0.07508607741190075
evaluation,STRESS,2021-11-09,5,2021-11-01,13,1220,0.6393906984470811,0.06809604617604624
evaluation,STRESS,2021-11-09,5,2021-11-01,12,1155,0.6906546741654416,-0.03142561117578582
evaluation,STRESS,2021-11-09,5,2021-11-01,10,1026,0.7851568464963622,0.030463132236441086
evaluation,STRESS,2021-11-09,5,2021-11-01,14,1278,0.974055132290917,0.08753523206751052
evaluation,STRESS,2021-11-10,5,2021-11-01,23,2207,0.23866863438093763,-0.07276536679536692
evaluation,STRESS,2021-11-10,5,2021-11-01,12,1164,0.9612162818082632,-0.025755971896955523
evaluation,STRESS,2021-11-10,5,2021-11-01,9,959,0.9624134394896569,0.04005608974358974
evaluation,STRESS,2021-11-10,5,2021-11-01,13,1220,1.1510223330416562,0.06809604617604624
evaluation,STRESS,2021-11-10,5,2021-11-01,10,1026,1.2700181284889047,0.030463132236441086
evaluation,STRESS,2021-11-11,5,2021-11-01,23,2213,0.3909419101946233,-0.07986908045977026
evaluation,STRESS,2021-11-11,5,2021-11-01,10,1026,0.4064614234641505,0.030463132236441086
evaluation,STRESS,2021-11-11,5,2021-11-01,13,1219,0.4866100071153001,0.06410448533640031
evaluation,STRESS,2021-11-11,5,2021-11-01,12,1154,0.6887033626469191,-0.04036101499423302
evaluation,STRESS,2021-11-11,5,2021-11-01,14,1278,0.769474976194221,0.08753523206751052
evaluation,STRESS,2021-11-12,5,2021-11-01,23,2212,0.2613408239444394,-0.08911549402617117
evaluation,STRESS,2021-11-12,5,2021-11-01,10,1026,0.4144408322275214,0.030463132236441086
evaluation,STRESS,2021-11-12,5,2021-11-01,13,1219,0.5277256249692072,0.06410448533640031
evaluation,STRESS,2021-11-12,5,2021-11-01,12,1165,0.7087584952917108,-0.03702962962962966
evaluation,STRESS,2021-11-12,5,2021-11-01,11,1091,0.8839605383582965,-0.024284652757930746
evaluation,STRESS,2021-11-15,5,2021-11-01,23,2213,0.23288482840624308,-0.07986908045977026
evaluation,STRESS,2021-11-15,5,2021-11-01,13,1219,0.42155549571146833,0.06410448533640031
evaluation,STRESS,2021-11-15,5,2021-11-01,10,1026,0.5022941564612895,0.030463132236441086
evaluation,STRESS,2021-11-15,5,2021-11-01,12,1165,0.514696245105229,-0.03702962962962966
evaluation,STRESS,2021-11-15,5,2021-11-01,11,1091,0.7727820839004154,-0.024284652757930746
evaluation,STRESS,2021-11-25,6,2021-11-01,13,1210,0.12780320180615504,0.09011452135493374
evaluation,STRESS,2021-11-25,6,2021-11-01,12,1145,0.30152947705058275,-0.030014398134654677
evaluation,STRESS,2021-11-25,6,2021-11-01,9,956,0.3463524318792808,0.014693746091306978
evaluation,STRESS,2021-11-25,6,2021-11-01,11,1082,0.4289948790597294,-0.0046605830903789286
evaluation,STRESS,2021-11-25,6,2021-11-01,14,1273,0.6091665030559135,0.09475142022829831
evaluation,STRESS,2021-11-26,6,2021-11-01,13,1211,0.5999921760793323,0.08755227740229211
evaluation,STRESS,2021-11-26,6,2021-11-01,9,957,0.6214257359079468,0.01501107288082565
evaluation,STRESS,2021-11-26,6,2021-11-01,23,2200,0.7331329545880376,-0.08338026717557256
evaluation,STRESS,2021-11-26,6,2021-11-01,10,1020,0.7513272154639956,0.04446300185299557
evaluation,STRESS,2021-11-26,6,2021-11-01,11,1083,0.8352452151892173,-0.003789436825211572
evaluation,STRESS,2021-11-29,6,2021-11-01,23,2201,0.5157889383219774,-0.07186968115942026
evaluation,STRESS,2021-11-29,6,2021-11-01,13,1212,0.7344136530962445,0.08723284371327855
evaluation,STRESS,2021-11-29,6,2021-11-01,9,959,0.8657879639474817,0.04005608974358974
evaluation,STRESS,2021-11-29,6,2021-11-01,10,1021,0.929830173595685,0.04060726153846144
evaluation,STRESS,2021-11-29,6,2021-11-01,12,1149,1.0458111369979834,-0.026325921591573972
evaluation,STRESS,2021-11-30,6,2021-11-01,23,2201,0.2874929407767417,-0.07186968115942026
evaluation,STRESS,2021-11-30,6,2021-11-01,9,959,0.7520681729411723,0.04005608974358974
evaluation,STRESS,2021-11-30,6,2021-11-01,13,1213,1.0470395429864203,0.08373142020497804
evaluation,STRESS,2021-11-30,6,2021-11-01,12,1149,1.0662405062431453,-0.026325921591573972
evaluation,STRESS,2021-11-30,6,2021-11-01,10,1021,1.3849354025520615,0.04060726153846144
evaluation,STRESS,2021-12-01,6,2021-12-01,23,2201,0.3380686986050779,-0.07186968115942026
evaluation,STRESS,2021-12-01,6,2021-12-01,12,1149,0.7469416844840036,-0.026325921591573972
evaluation,STRESS,2021-12-01,6,2021-12-01,13,1213,0.8307441112222635,0.08373142020497804
evaluation,STRESS,2021-12-01,6,2021-12-01,9,959,1.0404185785807074,0.04005608974358974
evaluation,STRESS,2021-12-01,6,2021-12-01,14,1278,1.1247603097173853,0.08753523206751052
evaluation,STRESS,2021-12-02,6,2021-12-01,23,2201,0.532548399913696,-0.07186968115942026
evaluation,STRESS,2021-12-02,6,2021-12-01,13,1214,0.6438034633270349,0.08309721978343584
evaluation,STRESS,2021-12-02,6,2021-12-01,12,1149,0.6449141261255016,-0.026325921591573972
evaluation,STRESS,2021-12-02,6,2021-12-01,14,1278,0.8844468595277014,0.08753523206751052
evaluation,STRESS,2021-12-02,6,2021-12-01,10,1026,1.0410705096217632,0.030463132236441086
evaluation,STRESS,2021-12-03,6,2021-12-01,13,1214,0.24565775028657325,0.08309721978343584
evaluation,STRESS,2021-12-03,6,2021-12-01,12,1149,0.33013705526804027,-0.026325921591573972
evaluation,STRESS,2021-12-03,6,2021-12-01,10,1026,0.43219663401185465,0.030463132236441086
evaluation,STRESS,2021-12-03,6,2021-12-01,14,1278,0.4703322478572434,0.08753523206751052
evaluation,STRESS,2021-12-03,6,2021-12-01,11,1090,0.5618389231640412,-0.01754728057553947
evaluation,STRESS,2021-12-06,6,2021-12-01,13,1214,0.3558210906106517,0.08309721978343584
evaluation,STRESS,2021-12-06,6,2021-12-01,12,1154,0.38175521861061346,-0.04036101499423302
evaluation,STRESS,2021-12-06,6,2021-12-01,10,1026,0.4278921009162612,0.030463132236441086
evaluation,STRESS,2021-12-06,6,2021-12-01,14,1278,0.523590653300776,0.08753523206751052
evaluation,STRESS,2021-12-06,6,2021-12-01,11,1090,0.5481390401288944,-0.01754728057553947
evaluation,STRESS,2021-12-07,6,2021-12-01,13,1219,0.2144679485448061,0.06410448533640031
evaluation,STRESS,2021-12-07,6,2021-12-01,12,1154,0.29210842579378116,-0.04036101499423302
evaluation,STRESS,2021-12-07,6,2021-12-01,11,1088,0.45999093583150935,-0.01867663121586653
evaluation,STRESS,2021-12-07,6,2021-12-01,10,1026,0.4830223529517773,0.030463132236441086
evaluation,STRESS,2021-12-07,6,2021-12-01,23,2210,0.4983614014777251,-0.09015055881795794
evaluation,STRESS,2021-12-08,6,2021-12-01,13,1218,0.16441950236011396,0.05892955650929912
evaluation,STRESS,2021-12-08,6,2021-12-01,12,1152,0.22871441211864843,-0.04421860999425615
evaluation,STRESS,2021-12-08,6,2021-12-01,11,1088,0.3859206326576208,-0.01867663121586653
evaluation,STRESS,2021-12-08,6,2021-12-01,10,1027,0.5381470133632964,0.008046080476900058
evaluation,STRESS,2021-12-08,6,2021-12-01,14,1283,0.5854617286351,0.06177960865087533
evaluation,STRESS,2021-12-09,6,2021-12-01,13,1218,0.4168764883929365,0.05892955650929912
evaluation,STRESS,2021-12-09,6,2021-12-01,11,1095,0.5457128181269144,-0.05007039510294932
evaluation,STRESS,2021-12-09,6,2021-12-01,10,1027,0.5776046208455957,0.008046080476900058
evaluation,STRESS,2021-12-09,6,2021-12-01,12,1152,0.5930952009032386,-0.04421860999425615
evaluation,STRESS,2021-12-09,6,2021-12-01,14,1283,0.5967044757382582,0.06177960865087533
evaluation,STRESS,2021-12-10,6,2021-12-01,13,1219,0.16752391971702738,0.06410448533640031
evaluation,STRESS,2021-12-10,6,2021-12-01,12,1154,0.3383710672817832,-0.04036101499423302
evaluation,STRESS,2021-12-10,6,2021-12-01,14,1283,0.344738215524306,0.06177960865087533
evaluation,STRESS,2021-12-10,6,2021-12-01,11,1093,0.42001547755783597,-0.03421917963224886
evaluation,STRESS,2021-12-10,6,2021-12-01,10,1027,0.4312383933143512,0.008046080476900058
evaluation,STRESS,2021-12-13,6,2021-12-01,13,1219,0.30710926529751903,0.06410448533640031
evaluation,STRESS,2021-12-13,6,2021-12-01,11,1095,0.3925668973951981,-0.05007039510294932
evaluation,STRESS,2021-12-13,6,2021-12-01,14,1283,0.44681142846179855,0.06177960865087533
evaluation,STRESS,2021-12-13,6,2021-12-01,12,1152,0.4678612568187168,-0.04421860999425615
evaluation,STRESS,2021-12-13,6,2021-12-01,10,1027,0.5291130846616776,0.008046080476900058
evaluation,STRESS,2021-12-14,6,2021-12-01,13,1219,0.17381426217404206,0.06410448533640031
evaluation,STRESS,2021-12-14,6,2021-12-01,12,1154,0.2516528302657174,-0.04036101499423302
evaluation,STRESS,2021-12-14,6,2021-12-01,14,1283,0.3670887733521187,0.06177960865087533
evaluation,STRESS,2021-12-14,6,2021-12-01,11,1093,0.4415486168209035,-0.03421917963224886
evaluation,STRESS,2021-12-14,6,2021-12-01,10,1027,0.5943273421360704,0.008046080476900058
evaluation,STRESS,2021-12-15,6,2021-12-01,12,1160,0.10694657541399728,-0.032270369293399305
evaluation,STRESS,2021-12-15,6,2021-12-01,13,1220,0.24148156890183584,0.06809604617604624
evaluation,STRESS,2021-12-15,6,2021-12-01,9,981,0.46699576661136166,0.022364776307498342
evaluation,STRESS,2021-12-15,6,2021-12-01,14,1288,0.5703674626781796,0.060142210796915174
evaluation,STRESS,2021-12-15,6,2021-12-01,11,1105,0.6179255415441809,-0.03965142053445842
evaluation,STRESS,2021-12-16,6,2021-12-01,13,1228,0.17066240620721132,0.045766487708392305
evaluation,STRESS,2021-12-16,6,2021-12-01,12,1157,0.17418925314506659,-0.036750969609262
evaluation,STRESS,2021-12-16,6,2021-12-01,14,1289,0.39207982771555006,0.06041475957829773
evaluation,STRESS,2021-12-16,6,2021-12-01,9,981,0.48632426932540207,0.022364776307498342
evaluation,STRESS,2021-12-16,6,2021-12-01,10,1035,0.5148725055021688,0.004454113454113359
evaluation,STRESS,2021-12-17,6,2021-12-01,12,1159,0.28985499577507406,-0.0280317757009346
evaluation,STRESS,2021-12-17,6,2021-12-01,11,1104,0.48442018399555214,-0.03257750070841597
evaluation,STRESS,2021-12-17,6,2021-12-01,23,2217,0.5265567675599182,-0.07437325110811333
evaluation,STRESS,2021-12-17,6,2021-12-01,10,1037,0.5698459119580381,0.0074456359845099535
evaluation,STRESS,2021-12-17,6,2021-12-01,13,1229,0.67375340781539,0.046949589816124584
evaluation,STRESS,2021-12-20,6,2021-12-01,23,2214,0.44897985357434944,-0.060617641306473784
evaluation,STRESS,2021-12-20,6,2021-12-01,9,984,0.5702294272954813,0.060792023537103605
evaluation,STRESS,2021-12-20,6,2021-12-01,18,1710,0.7393971648548163,0.08936759776536307
evaluation,STRESS,2021-12-20,6,2021-12-01,11,1106,0.8401506988384715,-0.011002723059096164
evaluation,STRESS,2021-12-20,6,2021-12-01,10,1050,1.0490760069789111,0.025464887810794312
evaluation,STRESS,2021-12-21,6,2021-12-01,23,2218,0.4290871862677815,-0.06190167968750003
evaluation,STRESS,2021-12-21,6,2021-12-01,9,986,0.615889875870328,0.04474314230521565
evaluation,STRESS,2021-12-21,6,2021-12-01,11,1102,0.6359771792153145,-0.028725120910383976
evaluation,STRESS,2021-12-21,6,2021-12-01,18,1709,0.7220939622260776,0.08361761600444571
evaluation,STRESS,2021-12-21,6,2021-12-01,10,1051,0.9145385396542227,0.018670963855421635
evaluation,STRESS,2021-12-22,6,2021-12-01,23,2218,0.37538153574773925,-0.06190167968750003
evaluation,STRESS,2021-12-22,6,2021-12-01,18,1711,0.5528977262182545,0.07733259668508294
evaluation,STRESS,2021-12-22,6,2021-12-01,9,986,0.5780829751011386,0.04474314230521565
evaluation,STRESS,2021-12-22,6,2021-12-01,11,1106,0.6364069590445407,-0.011002723059096164
evaluation,STRESS,2021-12-22,6,2021-12-01,10,1051,0.8427744690228003,0.018670963855421635
evaluation,STRESS,2021-12-23,6,2021-12-01,23,2222,0.3559994625757643,-0.06391237575521345
evaluation,STRESS,2021-12-23,6,2021-12-01,12,1163,0.4128394820655592,-0.025755971896955523
evaluation,STRESS,2021-12-23,6,2021-12-01,9,985,0.47382377119552255,0.03938994234465079
evaluation,STRESS,2021-12-23,6,2021-12-01,11,1103,0.5134551520842346,-0.03531053970048028
evaluation,STRESS,2021-12-23,6,2021-12-01,10,1037,0.6331331873616528,0.0074456359845099535
evaluation,STRESS,2021-12-24,6,2021-12-01,23,2222,0.2564256092586225,-0.06391237575521345
evaluation,STRESS,2021-12-24,6,2021-12-01,9,985,0.5172297083916194,0.03938994234465079
evaluation,STRESS,2021-12-24,6,2021-12-01,12,1163,0.5741298740697514,-0.025755971896955523
evaluation,STRESS,2021-12-24,6,2021-12-01,10,1041,0.6196141760212508,0.009550328358208965
evaluation,STRESS,2021-12-24,6,2021-12-01,11,1101,0.6553440287961031,-0.030655139125496826
evaluation,STRESS,2022-05-13,7,2022-05-05,16,1549,2.3194737077100833,-0.07787162041181742
evaluation,STRESS,2022-05-13,7,2022-05-05,20,1907,2.737155080840404,0.04781770975676421
evaluation,STRESS,2022-05-13,7,2022-05-05,6,816,2.8442912362303963,0.1324059459459459
evaluation,STRESS,2022-05-13,7,2022-05-05,9,956,2.964423155312576,0.014693746091306978
evaluation,STRESS,2022-05-13,7,2022-05-05,19,1872,4.373209586519184,-0.028174301964839707
evaluation,STRESS,2022-05-16,7,2022-05-05,20,1907,2.1453836914044877,0.04781770975676421
evaluation,STRESS,2022-05-16,7,2022-05-05,6,816,2.7027000615594656,0.1324059459459459
evaluation,STRESS,2022-05-16,7,2022-05-05,16,1549,2.8193676893191117,-0.07787162041181742
evaluation,STRESS,2022-05-16,7,2022-05-05,9,957,3.042397705504941,0.01501107288082565
evaluation,STRESS,2022-05-16,7,2022-05-05,19,1876,4.206412600627932,-0.047138859315589345
evaluation,STRESS,2022-05-17,7,2022-05-05,20,1907,1.3110343163075766,0.04781770975676421
evaluation,STRESS,2022-05-17,7,2022-05-05,6,816,2.3466300325605802,0.1324059459459459
evaluation,STRESS,2022-05-17,7,2022-05-05,9,958,2.7348819932572868,0.013110084295972468
evaluation,STRESS,2022-05-17,7,2022-05-05,16,1549,2.8069612308397,-0.07787162041181742
evaluation,STRESS,2022-05-17,7,2022-05-05,19,1874,3.111934309848869,-0.04568773800456973
evaluation,STRESS,2022-05-18,7,2022-05-05,20,1907,1.189555437343578,0.04781770975676421
evaluation,STRESS,2022-05-18,7,2022-05-05,16,1550,2.09269774331898,-0.04922092307692312
evaluation,STRESS,2022-05-18,7,2022-05-05,6,816,2.3698074759467245,0.1324059459459459
evaluation,STRESS,2022-05-18,7,2022-05-05,9,958,2.8699003500280122,0.013110084295972468
evaluation,STRESS,2022-05-18,7,2022-05-05,19,1872,2.9094545535055847,-0.028174301964839707
evaluation,STRESS,2022-05-19,7,2022-05-05,20,1907,1.0176350732133577,0.04781770975676421
evaluation,STRESS,2022-05-19,7,2022-05-05,6,816,2.3692441929798904,0.1324059459459459
evaluation,STRESS,2022-05-19,7,2022-05-05,16,1550,2.667399093020359,-0.04922092307692312
evaluation,STRESS,2022-05-19,7,2022-05-05,19,1876,2.6926339294348067,-0.047138859315589345
evaluation,STRESS,2022-05-19,7,2022-05-05,9,958,2.7730290920790446,0.013110084295972468
evaluation,STRESS,2022-05-20,7,2022-05-05,20,1907,1.1606872135604407,0.04781770975676421
evaluation,STRESS,2022-05-20,7,2022-05-05,19,1876,2.0855731658199037,-0.047138859315589345
evaluation,STRESS,2022-05-20,7,2022-05-05,6,817,2.240849190224566,0.11565733727810651
evaluation,STRESS,2022-05-20,7,2022-05-05,9,958,2.8624531833724562,0.013110084295972468
evaluation,STRESS,2022-05-20,7,2022-05-05,18,1695,3.24978542736657,0.045567292225201055
evaluation,STRESS,2022-05-23,7,2022-05-05,20,1917,1.3583069096289182,0.019676914893617097
evaluation,STRESS,2022-05-23,7,2022-05-05,19,1876,2.4438719992273206,-0.047138859315589345
evaluation,STRESS,2022-05-23,7,2022-05-05,6,817,2.5541329772485257,0.11565733727810651
evaluation,STRESS,2022-05-23,7,2022-05-05,9,958,2.9709271840000526,0.013110084295972468
evaluation,STRESS,2022-05-23,7,2022-05-05,24,2296,3.383977771808407,-0.02676949290060863
evaluation,STRESS,2022-05-24,7,2022-05-05,9,959,2.3944957115595904,0.04005608974358974
evaluation,STRESS,2022-05-24,7,2022-05-05,20,1917,2.6377353568112305,0.019676914893617097
evaluation,STRESS,2022-05-24,7,2022-05-05,23,2206,2.7660320915522982,-0.06772713509316773
evaluation,STRESS,2022-05-24,7,2022-05-05,18,1708,2.9860028062146045,0.07377378854625556
evaluation,STRESS,2022-05-24,7,2022-05-05,16,1553,3.2522070875920197,-0.03134169278996868
evaluation,STRESS,2022-05-25,7,2022-05-05,20,1917,1.8737635795140744,0.019676914893617097
evaluation,STRESS,2022-05-25,7,2022-05-05,9,959,2.5705399859639826,0.04005608974358974
evaluation,STRESS,2022-05-25,7,2022-05-05,18,1707,2.704268372755067,0.07229788287049763
evaluation,STRESS,2022-05-25,7,2022-05-05,23,2206,2.737746705878599,-0.06772713509316773
evaluation,STRESS,2022-05-25,7,2022-05-05,6,825,3.3907294883312433,0.07741308571428569
evaluation,STRESS,2022-05-26,7,2022-05-05,20,1920,1.9479875503748039,0.005242789722076564
evaluation,STRESS,2022-05-26,7,2022-05-05,23,2206,2.1447418203272823,-0.06772713509316773
evaluation,STRESS,2022-05-26,7,2022-05-05,9,985,2.5573345163010766,0.03938994234465079
evaluation,STRESS,2022-05-26,7,2022-05-05,24,2299,2.737729369094931,-0.0234026053327906
evaluation,STRESS,2022-05-26,7,2022-05-05,18,1707,2.8808788027270014,0.07229788287049763
evaluation,STRESS,2022-05-27,7,2022-05-05,20,1923,1.9034185059322957,0.014551204022228145
evaluation,STRESS,2022-05-27,7,2022-05-05,9,985,2.4617861745628034,0.03938994234465079
evaluation,STRESS,2022-05-27,7,2022-05-05,23,2206,2.55789807094771,-0.06772713509316773
evaluation,STRESS,2022-05-27,7,2022-05-05,13,1220,3.1030539977483977,0.06809604617604624
evaluation,STRESS,2022-05-27,7,2022-05-05,24,2299,3.173798038842652,-0.0234026053327906
evaluation,STRESS,2022-05-30,7,2022-05-05,20,1920,1.1012890979714545,0.005242789722076564
evaluation,STRESS,2022-05-30,7,2022-05-05,9,981,1.6394371728687425,0.022364776307498342
evaluation,STRESS,2022-05-30,7,2022-05-05,24,2299,1.8100345782654155,-0.0234026053327906
evaluation,STRESS,2022-05-30,7,2022-05-05,13,1220,1.9635875698444205,0.06809604617604624
evaluation,STRESS,2022-05-30,7,2022-05-05,23,2206,1.974945986583349,-0.06772713509316773
evaluation,STRESS,2022-05-31,7,2022-05-05,20,1922,0.8309713174395028,0.0036641884816754544
evaluation,STRESS,2022-05-31,7,2022-05-05,9,979,1.4159377147004015,0.016919210278909382
evaluation,STRESS,2022-05-31,7,2022-05-05,18,1712,2.054352693335324,0.04781418592154753
evaluation,STRESS,2022-05-31,7,2022-05-05,24,2303,2.066405046622719,-0.03382327829238827
evaluation,STRESS,2022-05-31,7,2022-05-05,13,1219,2.0736509722766763,0.06410448533640031
evaluation,STRESS,2022-06-01,7,2022-06-01,20,1918,0.9229508653351299,0.00762002628120903
evaluation,STRESS,2022-06-01,7,2022-06-01,9,979,1.1630406038440881,0.016919210278909382
evaluation,STRESS,2022-06-01,7,2022-06-01,24,2303,1.1932253436318132,-0.03382327829238827
evaluation,STRESS,2022-06-01,7,2022-06-01,23,2210,1.5079377027091492,-0.09015055881795794
evaluation,STRESS,2022-06-01,7,2022-06-01,13,1219,1.6110796735584136,0.06410448533640031
evaluation,STRESS,2022-06-02,7,2022-06-01,20,1918,0.843394445808316,0.00762002628120903
evaluation,STRESS,2022-06-02,7,2022-06-01,9,979,1.0831952820319786,0.016919210278909382
evaluation,STRESS,2022-06-02,7,2022-06-01,24,2303,1.2732996127770866,-0.03382327829238827
evaluation,STRESS,2022-06-02,7,2022-06-01,13,1219,1.583516416402381,0.06410448533640031
evaluation,STRESS,2022-06-02,7,2022-06-01,23,2210,1.5881303806545737,-0.09015055881795794
evaluation,STRESS,2022-06-09,8,2022-06-01,9,956,1.1476962607297043,0.014693746091306978
evaluation,STRESS,2022-06-09,8,2022-06-01,23,2199,1.2522499927244783,-0.0925565841677688
evaluation,STRESS,2022-06-09,8,2022-06-01,12,1145,1.7734163861124517,-0.030014398134654677
evaluation,STRESS,2022-06-09,8,2022-06-01,24,2292,1.817881684708413,-0.032069437159572285
evaluation,STRESS,2022-06-09,8,2022-06-01,13,1210,2.0482571153688065,0.09011452135493374
evaluation,STRESS,2022-06-10,8,2022-06-01,23,2199,1.062645058891236,-0.0925565841677688
evaluation,STRESS,2022-06-10,8,2022-06-01,21,1969,1.5675815027450504,0.10138487119437938
evaluation,STRESS,2022-06-10,8,2022-06-01,9,956,1.9923692584401074,0.014693746091306978
evaluation,STRESS,2022-06-10,8,2022-06-01,12,1146,2.014187241293317,-0.03086161910308674
evaluation,STRESS,2022-06-10,8,2022-06-01,11,1085,2.155656704740754,-0.017829861910241655
evaluation,STRESS,2022-08-10,9,2022-08-01,9,957,0.6258714578202516,0.01501107288082565
evaluation,STRESS,2022-08-10,9,2022-08-01,13,1210,0.7175896808543084,0.09011452135493374
