cycle_new,entry_date,entry_origin_new,buy_debit_new,gross_price_profit_new,commission_new,slippage_new,dividend_recognized_new,held_closes_new,buy_trades_new,sell_trades_new,exit_date_new,exit_origin_new,terminal_exit_new,net_profit_new,cycle_net_return_new,cycle_old,entry_origin_old,buy_debit_old,gross_price_profit_old,commission_old,slippage_old,dividend_recognized_old,held_closes_old,buy_trades_old,sell_trades_old,exit_date_old,exit_origin_old,terminal_exit_old,net_profit_old,cycle_net_return_old,_merge,period,cost
11.0,2022-08-10,2022-08-09,235527.096,-1287.999999999971,93.8672,336.00000000001273,0.0,12.0,1.0,1.0,2022-08-26,2022-08-25,False,-1717.8671999999835,-0.0072937136710588225,11.0,2022-08-09,235527.096,-1287.999999999971,93.8672,336.00000000001273,0.0,12.0,1.0,1.0,2022-08-26,2022-08-25,False,-1717.8671999999835,-0.0072937136710588225,both,evaluation,BASE
12.0,2024-02-19,2024-02-08,234341.25888,7009.399999999994,95.06412,277.60000000000025,0.0,4.0,1.0,1.0,2024-02-23,2024-02-22,False,6636.735879999994,0.028320816879278145,12.0,2024-02-08,234341.25888,7009.399999999994,95.06412,277.60000000000025,0.0,4.0,1.0,1.0,2024-02-23,2024-02-22,False,6636.735879999994,0.028320816879278145,both,evaluation,BASE
13.0,2024-06-18,2024-06-17,241161.12258000002,-543.2000000000116,96.28220000000002,271.60000000000025,0.0,22.0,1.0,1.0,2024-07-18,2024-07-17,False,-911.0822000000119,-0.0037778983206456914,13.0,2024-06-17,241161.12258000002,-543.2000000000116,96.28220000000002,271.60000000000025,0.0,22.0,1.0,1.0,2024-07-18,2024-07-17,False,-911.0822000000119,-0.0037778983206456914,both,evaluation,BASE
14.0,2024-08-02,2024-08-01,238579.50636000003,-2204.8000000000175,94.91664,275.60000000000025,0.0,2.0,1.0,1.0,2024-08-06,2024-08-05,False,-2575.3166400000177,-0.010794374920509905,14.0,2024-08-01,238579.50636000003,-2204.8000000000175,94.91664,275.60000000000025,0.0,2.0,1.0,1.0,2024-08-06,2024-08-05,False,-2575.3166400000177,-0.010794374920509905,both,evaluation,BASE
15.0,2024-08-28,2024-08-27,237099.01032,-7803.3000000000175,93.20374000000001,281.199999999969,0.0,11.0,1.0,1.0,2024-09-12,2024-09-11,False,-8177.703739999986,-0.03449067007476316,15.0,2024-08-27,237099.01032,-7803.3000000000175,93.20374000000001,281.199999999969,0.0,11.0,1.0,1.0,2024-09-12,2024-09-11,False,-8177.703739999986,-0.03449067007476316,both,evaluation,BASE
16.0,2024-09-25,2024-09-24,229404.57174,34032.59999999998,98.48430000000002,328.49999999996385,0.0,3.0,1.0,1.0,2024-09-30,2024-09-27,False,33605.61570000002,0.14649061021367776,16.0,2024-09-24,229404.57174,34032.59999999998,98.48430000000002,328.49999999996385,0.0,3.0,1.0,1.0,2024-09-30,2024-09-27,False,33605.61570000002,0.14649061021367776,both,evaluation,BASE
17.0,2025-04-10,2025-04-09,262799.74944,5159.999999999942,106.07584,275.1999999999697,0.0,9.0,1.0,1.0,2025-04-23,2025-04-22,False,4778.724159999972,0.018183899224344602,17.0,2025-04-09,262799.74944,5159.999999999942,106.07584,275.1999999999697,0.0,9.0,1.0,1.0,2025-04-23,2025-04-22,False,4778.724159999972,0.018183899224344602,both,evaluation,BASE
18.0,2025-06-03,2025-05-30,266938.17696,-5002.400000000052,105.69936,270.3999999999702,5948.799999999999,13.0,1.0,1.0,2025-06-20,2025-06-19,False,570.3006399999767,0.002136452142195587,18.0,2025-05-30,266938.17696,-2906.8000000000466,106.11848,270.3999999999702,5948.799999999999,11.0,1.0,1.0,2025-06-18,2025-06-17,False,2665.4815199999825,0.009985388940448927,both,evaluation,BASE
19.0,2025-12-19,2025-12-18,268389.56717999995,12892.5,109.8441,343.80000000001303,0.0,18.0,1.0,1.0,2026-01-16,2026-01-15,False,12438.855899999986,0.04634627206525378,19.0,2025-12-18,270263.14181999996,12982.5,110.61090000000002,346.2000000000131,0.0,18.0,1.0,1.0,2026-01-16,2026-01-15,False,12525.689099999987,0.04634627206525379,both,evaluation,BASE
20.0,2026-05-06,2026-04-30,280510.49087999994,2592.0,112.63104000000001,345.59999999996194,0.0,3.0,1.0,1.0,2026-05-11,2026-05-08,False,2133.7689600000376,0.00760673496847163,20.0,2026-04-30,282945.47777999996,1394.4000000000233,113.36472,348.5999999999616,0.0,2.0,1.0,1.0,2026-05-08,2026-05-07,False,932.4352800000617,0.003295459207604169,both,evaluation,BASE
,2026-05-13,,,,,,,,,,,,,,,21.0,2026-05-12,282301.74906000006,-4853.5,111.8589,342.600000000013,0.0,3.0,1.0,1.0,2026-05-18,2026-05-15,False,-5307.958900000013,-0.018802430086509548,right_only,evaluation,BASE
21.0,2026-05-14,2026-05-13,282800.5488,-10883.400000000023,110.8536,336.60000000001276,0.0,3.0,1.0,1.0,2026-05-19,2026-05-18,False,-11330.853600000037,-0.04006658985663198,,,,,,,,,,,,,,,,left_only,evaluation,BASE
22.0,2026-06-05,2026-06-04,270705.33024000004,1102.0000000000582,108.41476000000002,330.6000000000125,0.0,12.0,1.0,1.0,2026-06-24,2026-06-23,False,662.9852400000457,0.002449103013273735,22.0,2026-06-04,277583.5056,9605.0,112.8644,338.99999999996265,0.0,11.0,1.0,1.0,2026-06-23,2026-06-22,False,9153.135600000038,0.03297434975545621,both,evaluation,BASE
23.0,2026-07-23,2026-07-22,272343.4578,-8208.0,107.2056,342.00000000001296,0.0,5.0,1.0,1.0,2026-07-30,2026-07-29,False,-8657.205600000012,-0.03178782288340327,23.0,2026-07-22,287632.91508,-5658.799999999988,113.82616000000002,361.19999999996026,0.0,6.0,1.0,1.0,2026-07-31,2026-07-30,False,-6133.826159999948,-0.021325188594267568,both,evaluation,BASE
24.0,2026-08-07,2026-08-06,263285.74662000005,1732.899999999965,105.57274000000001,335.4000000000127,0.0,5.0,1.0,1.0,2026-08-14,2026-08-13,True,1291.9272599999522,0.004906939614412888,24.0,2026-08-06,281183.52546000003,1850.7000000000116,112.74942000000001,358.2000000000136,0.0,5.0,1.0,1.0,2026-08-14,2026-08-13,True,1379.750579999998,0.004906939614413062,both,evaluation,BASE
1.0,2020-02-05,2020-02-04,199707.45104,8642.800000000017,162.99056000000002,421.6000000000238,0.0,18.0,1.0,1.0,2020-03-02,2020-02-28,False,8058.209439999993,0.04035006905368788,1.0,2020-02-04,199707.45104,8642.800000000017,162.99056000000002,421.6000000000238,0.0,18.0,1.0,1.0,2020-03-02,2020-02-28,False,8058.209439999993,0.04035006905368788,both,evaluation,STRESS
2.0,2020-07-01,2020-06-30,208006.36928,33380.80000000002,179.49248000000003,495.9999999999894,0.0,10.0,1.0,1.0,2020-07-15,2020-07-14,False,32705.307520000028,0.1572322406915098,2.0,2020-06-30,208006.36928,33380.80000000002,179.49248000000003,495.9999999999894,0.0,10.0,1.0,1.0,2020-07-15,2020-07-14,False,32705.307520000028,0.1572322406915098,both,evaluation,STRESS
3.0,2020-08-19,2020-08-18,240285.67584,-11684.100000000006,187.28084,492.9999999999895,0.0,17.0,1.0,1.0,2020-09-11,2020-09-10,False,-12364.380839999994,-0.051457003405534316,3.0,2020-08-18,240285.67584,-11684.100000000006,187.28084,492.9999999999895,0.0,17.0,1.0,1.0,2020-09-11,2020-09-10,False,-12364.380839999994,-0.051457003405534316,both,evaluation,STRESS
4.0,2021-01-05,2021-01-04,227553.88516,6917.399999999994,184.53232000000003,512.3999999999814,3074.3999999999996,12.0,1.0,1.0,2021-01-21,2021-01-20,False,9294.867680000012,0.04084688632525219,4.0,2021-01-04,227553.88516,6917.399999999994,184.53232000000003,512.3999999999814,3074.3999999999996,12.0,1.0,1.0,2021-01-21,2021-01-20,False,9294.867680000012,0.04084688632525219,both,evaluation,STRESS
5.0,2021-02-03,2021-02-02,237565.38816,-4406.399999999965,188.0064,518.4000000000196,0.0,12.0,1.0,1.0,2021-02-26,2021-02-25,False,-5112.806399999985,-0.021521680576450455,5.0,2021-02-02,237565.38816,-4406.399999999965,188.0064,518.4000000000196,0.0,12.0,1.0,1.0,2021-02-26,2021-02-25,False,-5112.806399999985,-0.021521680576450455,both,evaluation,STRESS
6.0,2021-06-08,2021-06-07,232543.4802,-4785.099999999977,183.83564,526.799999999981,0.0,30.0,1.0,1.0,2021-07-21,2021-07-20,False,-5495.735639999958,-0.023633152971105995,6.0,2021-06-07,232543.4802,-4785.099999999977,183.83564,526.799999999981,0.0,30.0,1.0,1.0,2021-07-21,2021-07-20,False,-5495.735639999958,-0.023633152971105995,both,evaluation,STRESS
7.0,2021-10-29,2021-10-28,226846.50232000003,1282.4000000000233,181.73440000000002,458.0000000000309,0.0,16.0,1.0,1.0,2021-11-22,2021-11-19,False,642.6655999999923,0.0028330416974797295,7.0,2021-10-28,226846.50232000003,1282.4000000000233,181.73440000000002,458.0000000000309,0.0,16.0,1.0,1.0,2021-11-22,2021-11-19,False,642.6655999999923,0.0028330416974797295,both,evaluation,STRESS
8.0,2021-11-25,2021-11-24,227727.5546,3640.0,183.365,500.50000000000546,0.0,10.0,1.0,1.0,2021-12-09,2021-12-08,False,2956.1349999999948,0.012981015868687482,8.0,2021-11-24,227727.5546,3640.0,183.365,500.50000000000546,0.0,10.0,1.0,1.0,2021-12-09,2021-12-08,False,2956.1349999999948,0.012981015868687482,both,evaluation,STRESS
9.0,2022-05-13,2022-05-12,230430.53535999998,5250.6999999999825,186.16328,519.299999999994,0.0,6.0,1.0,1.0,2022-05-23,2022-05-20,False,4545.236719999989,0.01972497574116641,9.0,2022-05-12,230430.53535999998,5250.6999999999825,186.16328,519.299999999994,0.0,6.0,1.0,1.0,2022-05-23,2022-05-20,False,4545.236719999989,0.01972497574116641,both,evaluation,STRESS
10.0,2022-06-08,2022-06-07,235153.02360000001,-1458.5999999999767,187.23936000000003,561.0000000000379,0.0,2.0,1.0,1.0,2022-06-10,2022-06-09,False,-2206.8393600000145,-0.009384694809427125,10.0,2022-06-07,235153.02360000001,-1458.5999999999767,187.23936000000003,561.0000000000379,0.0,2.0,1.0,1.0,2022-06-10,2022-06-09,False,-2206.8393600000145,-0.009384694809427125,both,evaluation,STRESS
11.0,2022-08-10,2022-08-09,232319.29056,-1269.5999999999767,185.05248,551.9999999999882,0.0,12.0,1.0,1.0,2022-08-26,2022-08-25,False,-2006.652479999965,-0.008637476789650047,11.0,2022-08-09,232319.29056,-1269.5999999999767,185.05248,551.9999999999882,0.0,12.0,1.0,1.0,2022-08-26,2022-08-25,False,-2006.652479999965,-0.008637476789650047,both,evaluation,STRESS
12.0,2024-02-19,2024-02-08,230809.68696,6898.299999999988,187.11468000000002,546.4000000000004,0.0,4.0,1.0,1.0,2024-02-23,2024-02-22,False,6164.785319999988,0.026709387293040104,12.0,2024-02-08,230809.68696,6898.299999999988,187.11468000000002,546.4000000000004,0.0,4.0,1.0,1.0,2024-02-23,2024-02-22,False,6164.785319999988,0.026709387293040104,both,evaluation,STRESS
13.0,2024-06-18,2024-06-17,237079.89404,-533.6000000000058,189.1612,533.6000000000005,0.0,22.0,1.0,1.0,2024-07-18,2024-07-17,False,-1256.3612000000062,-0.00529931568042642,13.0,2024-06-17,237079.89404,-533.6000000000058,189.1612,533.6000000000005,0.0,22.0,1.0,1.0,2024-07-18,2024-07-17,False,-1256.3612000000062,-0.00529931568042642,both,evaluation,STRESS
14.0,2024-08-02,2024-08-01,234260.06656,-2163.2000000000116,186.25152,540.8000000000005,0.0,2.0,1.0,1.0,2024-08-06,2024-08-05,False,-2890.251520000012,-0.012337790057187338,14.0,2024-08-01,234260.06656,-2163.2000000000116,186.25152,540.8000000000005,0.0,2.0,1.0,1.0,2024-08-06,2024-08-05,False,-2890.251520000012,-0.012337790057187338,both,evaluation,STRESS
15.0,2024-08-28,2024-08-27,232224.05248,-7636.8000000000175,182.43008000000003,550.4000000000005,0.0,11.0,1.0,1.0,2024-09-12,2024-09-11,False,-8369.630080000017,-0.03604118518567684,15.0,2024-08-27,232224.05248,-7636.8000000000175,182.43008000000003,550.4000000000005,0.0,11.0,1.0,1.0,2024-09-12,2024-09-11,False,-8369.630080000017,-0.03604118518567684,both,evaluation,STRESS
16.0,2024-09-25,2024-09-24,224340.30024,33255.59999999998,192.47160000000002,577.7999999999934,0.0,3.0,1.0,1.0,2024-09-30,2024-09-27,False,32485.328399999988,0.14480380192612327,16.0,2024-09-24,224340.30024,33255.59999999998,192.47160000000002,577.7999999999934,0.0,3.0,1.0,1.0,2024-09-30,2024-09-27,False,32485.328399999988,0.14480380192612327,both,evaluation,STRESS
17.0,2025-04-10,2025-04-09,256873.90848,5039.999999999971,207.21792000000002,537.6000000000005,0.0,9.0,1.0,1.0,2025-04-23,2025-04-22,False,4295.1820799999705,0.016720974525656778,17.0,2025-04-09,256873.90848,5039.999999999971,207.21792000000002,537.6000000000005,0.0,9.0,1.0,1.0,2025-04-23,2025-04-22,False,4295.1820799999705,0.016720974525656778,both,evaluation,STRESS
18.0,2025-06-03,2025-05-30,260409.122,-4876.600000000035,206.08248,527.2000000000005,5799.2,13.0,1.0,1.0,2025-06-20,2025-06-19,False,189.31751999996436,0.0007270003391047275,18.0,2025-05-30,260409.122,-2833.7000000000116,206.89964,527.2000000000005,5799.2,11.0,1.0,1.0,2025-06-18,2025-06-17,False,2231.400359999988,0.008568825634303194,both,evaluation,STRESS
19.0,2025-12-19,2025-12-18,261527.56920000003,12555.00000000003,213.93720000000002,558.0000000000376,0.0,18.0,1.0,1.0,2026-01-16,2026-01-15,False,11783.06279999999,0.04505476358016021,19.0,2025-12-18,263402.3188,12645.0,215.4708,562.000000000038,0.0,18.0,1.0,1.0,2026-01-16,2026-01-15,False,11867.529199999963,0.04505476358016011,both,evaluation,STRESS
20.0,2026-05-06,2026-04-30,273372.40524000005,2524.5,219.39588000000003,561.0000000000379,0.0,3.0,1.0,1.0,2026-05-11,2026-05-08,False,1744.1041199999622,0.006379956742410677,20.0,2026-04-30,275321.5846,1356.0,220.48560000000003,565.0000000000382,0.0,2.0,1.0,1.0,2026-05-08,2026-05-07,False,570.5143999999618,0.0020721746201948954,both,evaluation,STRESS
,2026-05-13,,,,,,,,,,,,,,,21.0,2026-05-12,274557.279,-4717.5,217.44900000000004,554.9999999999882,0.0,3.0,1.0,1.0,2026-05-18,2026-05-15,False,-5489.948999999988,-0.01999564178373136,right_only,evaluation,STRESS
21.0,2026-05-14,2026-05-13,274953.4374,-10573.0,215.4058,599.5000000000066,0.0,3.0,1.0,1.0,2026-05-19,2026-05-18,False,-11387.905800000008,-0.04141757930973955,,,,,,,,,,,,,,,,left_only,evaluation,STRESS
22.0,2026-06-05,2026-06-04,262512.56304,1068.0000000000582,210.13968,533.9999999999886,0.0,12.0,1.0,1.0,2026-06-24,2026-06-23,False,323.8603200000696,0.0012336945563657532,22.0,2026-06-04,269394.91488,9316.0,218.91504000000003,602.7999999999579,0.0,11.0,1.0,1.0,2026-06-23,2026-06-22,False,8494.284960000043,0.03153097735264884,both,evaluation,STRESS
23.0,2026-07-23,2026-07-22,263906.32032,-7948.799999999988,207.64032,551.9999999999882,0.0,5.0,1.0,1.0,2026-07-30,2026-07-29,False,-8708.440319999976,-0.03299822569402864,23.0,2026-07-22,278727.14628,-5480.200000000012,220.46728000000002,582.9999999999876,0.0,6.0,1.0,1.0,2026-07-31,2026-07-30,False,-6283.667279999999,-0.022544152458288495,both,evaluation,STRESS
24.0,2026-08-07,2026-08-06,254967.04604000002,1677.0999999999767,204.34652000000003,540.9999999999885,0.0,5.0,1.0,1.0,2026-08-14,2026-08-13,True,931.7534799999881,0.0036544074792073788,24.0,2026-08-06,272404.71832,1791.7999999999302,218.32216,577.9999999999877,0.0,5.0,1.0,1.0,2026-08-14,2026-08-13,True,995.4778399999425,0.0036544074792072144,both,evaluation,STRESS
1.0,2015-01-05,2014-12-31,199812.35447999998,-16287.600000000006,76.60712000000001,221.59999999997558,1939.0000000000002,11.0,1.0,1.0,2015-01-20,2015-01-19,False,-14646.807119999981,-0.07330281031979952,1.0,2014-12-31,199812.35447999998,-16287.600000000006,76.60712000000001,221.59999999997558,1939.0000000000002,11.0,1.0,1.0,2015-01-20,2015-01-19,False,-14646.807119999981,-0.07330281031979952,both,earlier_diagnostic,BASE
2.0,2015-02-11,2015-02-10,185269.0464,68816.0,87.80160000000001,272.00000000001836,0.0,60.0,1.0,1.0,2015-05-15,2015-05-14,False,68456.19839999998,0.3694961448238986,2.0,2015-02-10,185269.0464,68816.0,87.80160000000001,272.00000000001836,0.0,60.0,1.0,1.0,2015-05-15,2015-05-14,False,68456.19839999998,0.3694961448238986,both,earlier_diagnostic,BASE
3.0,2015-06-03,2015-06-02,253357.56138,-26514.0,95.96104,294.59999999996757,0.0,13.0,1.0,1.0,2015-06-23,2015-06-19,False,-26904.561039999964,-0.10619205873886267,3.0,2015-06-02,253357.56138,-26514.0,95.96104,294.59999999996757,0.0,13.0,1.0,1.0,2015-06-23,2015-06-19,False,-26904.561039999964,-0.10619205873886267,both,earlier_diagnostic,BASE
4.0,2015-09-29,2015-09-28,224251.8414,38016.5,97.2305,277.99999999996936,0.0,60.0,1.0,1.0,2015-12-29,2015-12-28,False,37641.26950000003,0.1678526662925321,4.0,2015-09-28,224251.8414,38016.5,97.2305,277.99999999996936,0.0,60.0,1.0,1.0,2015-12-29,2015-12-28,False,37641.26950000003,0.1678526662925321,both,earlier_diagnostic,BASE
5.0,2016-05-03,2016-04-29,264461.18166000006,7365.599999999977,107.16948000000001,334.80000000003747,0.0,60.0,1.0,1.0,2016-07-28,2016-07-27,False,6923.63051999994,0.02618013909089004,5.0,2016-04-29,264461.18166000006,7365.599999999977,107.16948000000001,334.80000000003747,0.0,60.0,1.0,1.0,2016-07-28,2016-07-27,False,6923.63051999994,0.02618013909089004,both,earlier_diagnostic,BASE
6.0,2017-05-18,2017-05-17,270433.5759,24009.0,112.89000000000001,318.0000000000003,0.0,60.0,1.0,1.0,2017-08-14,2017-08-11,False,23578.11,0.08718632633367476,6.0,2017-05-17,270433.5759,24009.0,112.89000000000001,318.0000000000003,0.0,60.0,1.0,1.0,2017-08-14,2017-08-11,False,23578.11,0.08718632633367476,both,earlier_diagnostic,BASE
7.0,2018-10-09,2018-10-08,294858.96,-9592.0,115.9312,352.00000000000034,0.0,4.0,1.0,1.0,2018-10-15,2018-10-12,False,-10059.9312,-0.03411777346023333,7.0,2018-10-08,294858.96,-9592.0,115.9312,352.00000000000034,0.0,4.0,1.0,1.0,2018-10-15,2018-10-12,False,-10059.9312,-0.03411777346023333,both,earlier_diagnostic,BASE
8.0,2019-02-28,2019-02-27,284559.4005,5347.5,114.80850000000001,310.0000000000002,0.0,8.0,1.0,1.0,2019-03-12,2019-03-11,False,4922.6915,0.017299345905812027,8.0,2019-02-27,284559.4005,-620.0,113.61500000000001,310.0000000000002,0.0,7.0,1.0,1.0,2019-03-11,2019-03-08,False,-1043.6150000000002,-0.0036674768015615084,both,earlier_diagnostic,BASE
9.0,2019-05-31,2019-05-30,289026.99384,20459.400000000023,119.61612000000001,317.2000000000003,0.0,24.0,1.0,1.0,2019-07-05,2019-07-04,False,20022.583880000024,0.0692758265031956,9.0,2019-05-30,283195.42776,20046.600000000035,117.20268000000002,310.8000000000003,0.0,24.0,1.0,1.0,2019-07-05,2019-07-04,False,19618.597320000037,0.06927582650319565,both,earlier_diagnostic,BASE
1.0,2015-01-05,2014-12-31,199963.15328,-16287.600000000006,153.21424000000002,443.2000000000004,1939.0000000000002,11.0,1.0,1.0,2015-01-20,2015-01-19,False,-14945.014240000006,-0.07473884060566464,1.0,2014-12-31,199963.15328,-16287.600000000006,153.21424000000002,443.2000000000004,1939.0000000000002,11.0,1.0,1.0,2015-01-20,2015-01-19,False,-14945.014240000006,-0.07473884060566464,both,earlier_diagnostic,STRESS
2.0,2015-02-11,2015-02-10,184733.26376,68563.0,174.9576,487.7999999999944,0.0,60.0,1.0,1.0,2015-05-15,2015-05-14,False,67900.24240000002,0.3675582892760126,2.0,2015-02-10,184733.26376,68563.0,174.9576,487.7999999999944,0.0,60.0,1.0,1.0,2015-05-15,2015-05-14,False,67900.24240000002,0.3675582892760126,both,earlier_diagnostic,STRESS
3.0,2015-06-03,2015-06-02,252522.76872,-26406.0,191.15988,537.9000000000059,0.0,13.0,1.0,1.0,2015-06-23,2015-06-19,False,-27135.059880000004,-0.10745589404687565,3.0,2015-06-02,252522.76872,-26406.0,191.15988,537.9000000000059,0.0,13.0,1.0,1.0,2015-06-23,2015-06-19,False,-27135.059880000004,-0.10745589404687565,both,earlier_diagnostic,STRESS
4.0,2015-09-29,2015-09-28,223144.02192000003,37797.69999999998,193.3418,552.8000000000005,0.0,60.0,1.0,1.0,2015-12-29,2015-12-28,False,37051.55819999998,0.16604324812825788,4.0,2015-09-28,223144.02192000003,37797.69999999998,193.3418,552.8000000000005,0.0,60.0,1.0,1.0,2015-12-29,2015-12-28,False,37051.55819999998,0.16604324812825788,both,earlier_diagnostic,STRESS
5.0,2016-05-03,2016-04-29,262784.17163999996,7312.799999999988,212.80248,664.8000000000006,0.0,60.0,1.0,1.0,2016-07-28,2016-07-27,False,6435.197519999987,0.024488527904244772,5.0,2016-04-29,262784.17163999996,7312.799999999988,212.80248,664.8000000000006,0.0,60.0,1.0,1.0,2016-07-28,2016-07-27,False,6435.197519999987,0.024488527904244772,both,earlier_diagnostic,STRESS
6.0,2017-05-18,2017-05-17,268263.66256,23797.599999999977,223.792,630.4000000000005,0.0,60.0,1.0,1.0,2017-08-14,2017-08-11,False,22943.407999999974,0.08552558994033878,6.0,2017-05-17,268263.66256,23797.599999999977,223.792,630.4000000000005,0.0,60.0,1.0,1.0,2017-08-14,2017-08-11,False,22943.407999999974,0.08552558994033878,both,earlier_diagnostic,STRESS
7.0,2018-10-09,2018-10-08,292075.98368,-9493.900000000023,229.49108,696.8000000000006,0.0,4.0,1.0,1.0,2018-10-15,2018-10-12,False,-10420.191080000024,-0.03567630227145427,7.0,2018-10-08,292075.98368,-9493.900000000023,229.49108,696.8000000000006,0.0,4.0,1.0,1.0,2018-10-15,2018-10-12,False,-10420.191080000024,-0.03567630227145427,both,earlier_diagnostic,STRESS
8.0,2019-02-28,2019-02-27,281464.34072,5285.399999999965,226.95048000000003,612.8000000000005,0.0,8.0,1.0,1.0,2019-03-12,2019-03-11,False,4445.6495199999645,0.01579471668996424,8.0,2019-02-27,281464.34072,-612.8000000000466,224.59120000000001,612.8000000000005,0.0,7.0,1.0,1.0,2019-03-11,2019-03-08,False,-1450.191200000047,-0.005152308801499987,both,earlier_diagnostic,STRESS
9.0,2019-05-31,2019-05-30,285595.99272,20201.400000000023,236.21544,626.4000000000005,0.0,24.0,1.0,1.0,2019-07-05,2019-07-04,False,19338.784560000022,0.0677137811907602,9.0,2019-05-30,279760.05928,19788.600000000035,231.38856000000004,613.6000000000006,0.0,24.0,1.0,1.0,2019-07-05,2019-07-04,False,18943.611440000033,0.06771378119076024,both,earlier_diagnostic,STRESS
