model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_floor
BUY_STRENGTH_BAND20_R01,evaluation,BASE,2026-08-12,0.7291397288954259,52600,0,0.004230118443316444,0.01
BUY_STRENGTH_BAND20_R01,evaluation,BASE,2026-08-13,0.7283652328666094,52800,0,-0.004001684919966331,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2019-12-31,0.8478720000000001,41400,0,0.005153374233128893,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-18,0.33025339657878733,15500,0,-0.0014353085913471064,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-19,0.32687218795748885,15600,0,-0.015605749486653053,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-20,0.32452360725070806,15600,0,-0.010638297872340274,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-21,0.4860524301872658,23200,0,0.008433480919249448,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-24,0.4880841927145654,23200,0,0.006272214091574302,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-25,0.4885509180294201,23100,0,0.0018699355911075966,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-26,0.48547568120561974,23300,0,-0.012235586893405315,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-08-27,0.487356479755873,23200,0,0.0075582615998321945,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-12-14,0.9544840005014185,42600,0,0.008881711748082388,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-12-15,0.9557719314631022,42600,0,0.0030012004801920344,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2020-12-16,0.955834656025197,42500,0,0.0019948134849390176,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-03-10,0.024912986661503808,1200,0,0.00421771440048202,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-07,0.05968278714438144,2700,0,-0.001133144475920722,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-08,0.8581136046337003,39900,0,-0.00794100964265454,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-09,0.8572314025268163,39800,0,0.0015246807699638154,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-10,0.8572953508801882,39500,0,0.006470028544243611,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-11,0.486981168691505,22600,0,-0.009264511249763574,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-15,0.031203779604172432,1400,0,-0.01125954198473289,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-16,0.03082327522536922,1400,0,-0.013703918162516815,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-17,0.05560237158231757,2600,0,0.002152641878669259,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-18,0.05566013266966214,2600,0,0.0009763718023823031,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-21,0.05560406661517602,2600,0,-0.0013655872024971316,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-22,0.05581217104115729,2600,0,0.005079117015041934,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-23,0.05605979372566656,2600,0,0.00602526724975716,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-24,0.056163474056125845,2600,0,0.002511591962905735,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-06-30,0.2616305579967599,11100,900,0.005933014354067012,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-07-28,0.9996150504947061,50000,0,0.0020794343938448367,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-10-28,0.2116906361633844,10600,0,-0.004225352112676051,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-10-29,0.21279971798010175,10600,0,0.006465952717720658,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-01,0.21226390278248647,10600,0,-0.00321220638426023,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-02,0.21051735471063188,10600,0,-0.010473313192346345,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-03,0.32361430931996177,16400,0,-0.004070832485243314,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-04,0.3258782260324104,16400,0,0.009605558961782279,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-05,0.32514160252854407,16400,0,-0.003441295546558809,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-08,0.3249680287641452,16400,0,-0.0008125126955109696,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-09,0.32488120602532106,16400,0,-0.0004065867046146865,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-10,0.5269684892896366,26800,0,-0.0050844010575553655,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-24,0.8705240620308914,17000,26400,0.002206177296430134,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-25,0.870997315683447,17100,26400,-0.0038022813688213253,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-26,0.8708353020852186,17300,26400,-0.008437123342707853,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-29,0.8708082535544845,17300,26400,-0.0014181523500810256,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-11-30,0.8707386392344487,17400,26400,-0.0036518563603166188,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-12-01,0.870788925054757,17300,26400,0.0026471187130931995,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-12-02,0.8708275752861575,17300,26400,0.002030869212022779,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-12-03,0.8710011673684344,17100,26400,0.00912038913660318,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-12-06,0.870981906260782,17100,26400,-0.0010042177144005127,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2021-12-07,0.871089682209524,17000,26400,0.005629272215520675,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-07,0.02496871172663865,1200,0,0.0024554941682013443,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-10,0.024991552462929743,1200,0,0.0026536027760766245,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-11,0.024876510217069443,1200,0,-0.009161237785016318,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-26,0.02494929131713645,1300,0,0.005555555555555758,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-27,0.024716097790794842,1300,0,-0.017212069698257615,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-01-28,0.024522763526420646,1300,0,-0.015351351351351239,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-04-22,0.024959601858181447,1500,0,0.0025025025025025016,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-04-25,0.02417149965744482,1600,0,-0.04817773339990017,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-04-26,0.0240728848257291,1600,0,-0.007867820613690069,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-05-12,0.22031806984247687,14100,0,-0.0050365147318055525,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-05-13,0.8820808083375205,56100,0,0.007846114907618329,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-05-16,0.8819385623726967,56500,0,-0.007785032646911105,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-06-07,0.8769950544235205,48800,5100,0.001436781609195359,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-08-04,0.024940383427654297,1500,0,0.007520621057738985,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-08-09,0.9002922329931486,53300,1500,0.0016650808753568835,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-08-10,0.8994642299672031,53800,1500,-0.010686297791498434,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-09-20,0.02493550869912678,1500,0,0.0005013787916772205,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-09-21,0.024824360483123087,1500,0,-0.007516913054372409,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-09-22,0.024732513846625052,1500,0,-0.007321383489017896,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-09-23,0.02470705878991293,1500,0,-0.0020345879959308144,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-09-26,0.0246271801262679,1500,0,-0.006371049949031593,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-10-26,0.02495950370343127,1600,0,0.00759219088937102,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-10-27,0.02496765345206216,1600,0,-0.006996770721205636,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-10-28,0.02467289562338093,1700,0,-0.023306233062330595,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2022-10-31,0.02453692635270581,1700,0,-0.01082130965593786,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-03-31,0.9722129261520647,59800,0,0.0024752475247524774,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-03,0.9726434192503625,59400,0,0.007407407407407529,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-04,0.9727537010400661,59100,0,0.004901960784313708,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-06,0.9726876390312993,59300,0,-0.0029268292682925745,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-07,0.9728467431576647,58900,0,0.007093933463796498,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-10,0.9951296798960502,60500,0,-0.0036434296818070866,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-04-11,0.9452097038684792,57600,0,-0.0024378352023405325,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-05-26,0.024967440133370766,1600,0,0.0013003901170349774,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-05-29,0.02495932321371763,1600,0,-0.004155844155844135,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-05-30,0.02497235760111275,1600,0,0.0010432968179447943,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-05-31,0.0248545573117612,1600,0,-0.009379885356956774,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-06-01,0.024880830886862566,1600,0,0.002104155707522315,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-08-22,0.024954199727922278,1600,0,0.0060526315789473095,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-08-23,0.024748743555740756,1600,0,-0.014386607376405958,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-08-24,0.024824806461280487,1600,0,0.006104033970276035,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-08-25,0.02480170543516556,1600,0,-0.001846478501714599,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-17,0.024948723688689514,1600,0,0.0032493907392363575,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-18,0.024852156584458274,1600,0,-0.0075573549257760275,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-19,0.02458765029981065,1700,0,-0.02094098449823223,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-20,0.02452501329335713,1700,0,-0.0050000000000001155,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-23,0.024391760295430758,1700,0,-0.010608598548296988,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-24,0.02440937317453168,1700,0,0.0014108352144468483,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-25,0.02447958307931462,1700,0,0.005635390250774863,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-10-26,0.02452501329335713,1700,0,0.0036424768842813204,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-11-28,0.02499786885742726,1700,0,0.0011170064227870036,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-11-29,0.02492582757528429,1700,0,-0.007531380753138084,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-11-30,0.0249398724188841,1700,0,0.0011242270938729426,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-01,0.0248906464951275,1700,0,-0.003930376193149843,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-04,0.024805807748829303,1700,0,-0.006764374295377684,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-05,0.024569517387108233,1700,0,-0.018728717366628733,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-06,0.024587573230409682,1700,0,0.0014459224985541308,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-07,0.02455505422834477,1700,0,-0.0025989026855327557,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-08,0.024580353970713047,1700,0,0.002026635784597497,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2023-12-11,0.02466671529130901,1700,0,0.006934412019647507,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-02-08,0.31876164531824824,23600,0,0.006586826347305452,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-02-19,0.8972391832148725,66000,0,0.00803093396787613,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-02-20,0.8972482408269088,65800,0,0.0035408675125405686,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-03-04,0.9995904703206763,71000,0,-0.0008498583569404028,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-03-05,0.9977448593104367,70300,0,0.008222285228239201,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-03-06,0.9977359662016727,70600,0,-0.003937007874015852,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-03-07,0.9977237841913349,71000,0,-0.005364201016374803,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-03-08,0.9977302120710179,70800,0,0.0028384899233606653,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-03,0.02494723459826746,1700,0,0.0013958682300392322,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-04,0.02504598008807464,1700,0,0.006969612489545529,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-05,0.025000910059196427,1700,0,-0.003599114064230302,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-06,0.025000910059196427,1700,0,0.0,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-07,0.024920770677128813,1700,0,-0.006390664073353758,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-11,0.024833077850571903,1700,0,-0.006991051454138697,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-12,0.024818990056028514,1700,0,-0.0011264432554209947,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-13,0.02477309560007814,1700,0,-0.0036650690724556734,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-14,0.02484363335625427,1700,0,0.005659309564233217,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-17,0.6948822892291784,49300,0,-0.002813731007315634,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-18,0.6795292305534011,48000,0,0.003103837471783333,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-19,0.6789596173986263,48100,0,-0.002812939521800395,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-20,0.6776163969178725,48300,0,-0.006488011283497963,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-21,0.6772641289530796,48400,0,-0.0017035775127767216,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-24,0.6460425673687078,46400,0,-0.004835039817974951,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-25,0.5247621050796488,37900,0,-0.0060017147756501465,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-26,0.5264178995964689,37800,0,0.006037952846463357,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-27,0.5251198707304429,37900,0,-0.005430122892254974,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-06-28,0.5255989379100616,37900,0,0.0020114942528735025,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-01,0.49597076306502347,35600,0,0.0040149125322626045,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-02,0.49567894422644204,35600,0,-0.00142816338189089,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-03,0.4952533134350933,35600,0,-0.0017162471395880674,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-04,0.4941860627280087,35700,0,-0.004297994269340966,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-05,0.49297100103383523,35800,0,-0.004892086330935186,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-08,0.49124557112726003,35900,0,-0.006940427993059606,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-16,0.735940109063853,17000,35700,0.007090187180941676,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-07-17,0.6994327749517193,14300,35700,0.0014080540692762433,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-01,0.8092965874196291,59100,0,-0.007126567844925824,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-02,0.8044019897635535,59400,0,-0.01033591731266148,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-05,0.7642197360352189,57100,0,-0.011314186248912117,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-27,0.9995450190707293,75400,0,-0.005008839127872866,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-28,0.9990513720283478,75800,0,-0.005922416345868986,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2024-08-29,0.9990485407999062,76000,0,-0.0029788501638368103,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-01-07,0.024962904440580726,1900,0,0.007007526602647252,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-01-08,0.024929272768820683,1900,0,-0.001546391752577314,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-01-09,0.024903433257912087,1900,0,-0.0020650490449147796,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-01-10,0.024763628245572173,1900,0,-0.01112260734609416,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-01-13,0.02471449189275227,2000,0,-0.0039236201935652915,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-04-08,0.696098863708933,57600,0,0.009472259810554773,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-04-09,0.9989163566885229,81800,0,0.00965147453083115,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-05-30,0.22666546741243496,17900,0,-0.0017650025214321907,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-03,0.2264590321497716,17900,0,-0.0005051780752716173,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-04,0.24830845603362173,19500,0,0.004296183977761103,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-05,0.4252347946151936,33400,0,0.0025163563160544022,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-06,0.42552199727215245,33400,0,0.0005020080321285203,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-09,0.5191540819943731,40700,0,0.002257902659307476,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-10,0.2870715529763843,22600,0,-0.005757196495619565,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-11,0.6007925421327275,47000,0,0.008056394763343189,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-12,0.6008794595517032,47000,0,0.0004995004995007601,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-13,0.4476621628777401,35200,0,-0.00649026460309543,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-16,0.5616624160779415,44100,0,0.002512562814070307,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-17,0.4244955226377856,33300,0,-0.00025062656641616776,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-18,0.4153132901510821,33300,0,0.0007520681875157198,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-19,0.39807830217547935,32200,0,-0.007940573770491732,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-20,0.03626700211085213,2900,0,0.0012909888974954598,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-23,0.3328348854544628,26800,0,0.0033522434244455113,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-26,0.9961278127763389,23600,55300,-0.0037490627343164107,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-27,0.9869031310900088,23000,55300,-0.005770195684897228,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-06-30,0.9869647383931806,22900,55300,0.004794347716376546,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-01,0.9869840730918704,22900,55300,0.0015067805123052391,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-02,0.986996931056874,22800,55300,0.0010030090270811698,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-03,0.9870703741361818,22700,55300,0.005761523046092121,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-04,0.9871241271333298,22600,55300,0.004234122042341415,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-07,0.9870671982147767,22700,55300,-0.004464285714285698,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-08,0.98717431149449,22500,55300,0.008470353761833582,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-09,0.9871649317470432,22500,55300,-0.0007411067193676679,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-10,0.9872272055064001,22400,55300,0.004944375772558907,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-11,0.9872704387976692,22400,55300,0.0034440344403441348,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-14,0.9872673604139358,22400,55300,-0.00024515812699177353,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-15,0.9872673604139358,22400,55300,0.0,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-16,0.9872395878128032,22400,55300,-0.002206964198136374,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-17,0.9873408330531244,22200,55300,0.00811010076185803,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-18,0.9874314899576758,22100,55300,0.00731350560702082,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-07-21,0.9875060513675153,21900,55300,0.006050338818973877,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-09-04,0.9990548063994346,73700,0,-0.020444053638162263,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-11-25,0.024952750739465294,1800,0,0.008777704630239302,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-11-26,0.025058048189847405,1800,0,0.006308462040461205,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-11-27,0.025047235088496395,1800,0,-0.0008646779074795719,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-11-28,0.02508234343649901,1800,0,0.0028126352228472484,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-18,0.7655062022845706,54700,0,-0.006597148329431701,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-19,0.9652457615344248,68600,0,0.00428449014567267,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-22,0.9652952048475061,68000,0,0.008959044368600733,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-23,0.9653517607601804,67900,0,0.0021141649048626032,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-24,0.9654474836700292,67700,0,0.0035864978902953037,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-25,0.9654979465542515,67500,0,0.001891948707168467,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-26,0.9655984311323189,67300,0,0.003776751993285643,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-29,0.9654811419890215,67600,0,-0.004389632107023367,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-30,0.9655370936091511,67400,0,0.002099517111064486,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2025-12-31,0.9654250082776109,67700,0,-0.004190236748376153,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-01-19,0.8714420858814458,22600,39000,0.0004116073266104969,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-01-20,0.871347793747816,22700,39000,-0.0029548332629801832,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-01-21,0.8714312250636452,22600,39000,0.0012701100762066986,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-01-22,0.8713895264885314,22700,39000,-0.0006342494714588476,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-04-30,0.9130620659613549,62900,0,0.000622277535780924,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-06-04,0.9993509395442135,66400,0,-0.007854984894259731,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-06-05,0.997274895421961,67400,0,-0.016849370686155107,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-06-08,0.9972152591257761,68900,0,-0.021474292793722927,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-07-22,0.8295859404235078,56900,1800,-0.0045957802381449975,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-07-23,0.8323832700879933,56900,1800,0.004616998950682127,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-07-24,0.8298750236522549,57700,1800,-0.017965322749112222,0.01
BUY_STRENGTH_BAND20_R01,evaluation,STRESS,2026-08-06,0.7275948994333977,51400,0,-0.0010606703436573106,0.01
