date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2020-02-03,3.73,3.659,CLOSE,13362.679999999993,50000,0.0,196312.68,-0.018436600000000025,-3687.320000000007,-3550.0000000000086,0.0,0.0,0.9319316510782697,1.2846612662542611e-11,2020-01-23,False,0.933,50000,50000,3.73,3.732,37.32,100.0000000000112,186600.0,FILLED,200000.0,0,13362.679999999993,50000.0
2020-03-02,3.948,4.076,CLOSE,105680.61272,26600,0.0,214102.21272,0.01947278954775511,4089.5327200000174,4154.799999999997,0.0,0.0,0.5064011185246007,1.482902689531329e-11,2020-02-28,False,0.43810602522230224,-23400,-23400,3.948,3.946,18.467280000000002,46.799999999994846,92336.40000000001,FILLED,13362.679999999993,50000,105680.61272,26600.0
2020-04-01,3.664,3.673,CLOSE,203070.33088000002,0,0.0,203070.33088000002,-0.0010118352738612835,-205.68183999997564,-132.99999999999716,0.0,0.0,0.0,2.7483793019200675e-11,2020-03-31,False,0.4795104625836328,-26600,-26600,3.664,3.662,19.481840000000002,53.20000000000596,97409.2,FILLED,105680.61272,26600,203070.33088000002,0.0
2020-06-01,3.898,3.968,CLOSE,100869.89488000002,26200,0.0,204831.49488,0.0086726800137078,1761.1639999999898,1833.999999999996,0.0,0.0,0.5075469476064003,-1.1922907106054481e-11,2020-05-29,False,0.5031754247762615,26200,26200,3.898,3.9,20.436,52.39999999999423,102180.0,FILLED,203070.33088000002,0,100869.89488000002,26200.0
2020-07-01,4.187,4.272,CLOSE,210468.77072000003,0,0.0,210468.77072000003,0.0006431493000065291,135.27584000001661,235.80000000000894,0.0,0.0,0.0,1.0658141036401503e-11,2020-06-30,False,0.5205925206828996,-26200,-26200,4.187,4.184,21.92416,78.60000000000298,109620.8,FILLED,100869.89488000002,26200,210468.77072000003,0.0
2021-02-01,5.348,5.411,CLOSE,132.4118600000511,39300,0.0,212784.71186000004,0.011003728163933024,2315.94114000001,2475.899999999989,0.0,0.0,0.9993777191094106,2.5210056264768355e-11,2021-01-29,False,0.9991710374921505,39300,39300,5.348,5.351,42.05886,117.90000000000447,210294.3,FILLED,210468.77072000003,0,132.4118600000511,39300.0
2021-03-01,5.381,5.418,CLOSE,53363.96342000006,29400,0.0,212653.16342000006,0.014750049675320343,3091.0515600000217,3131.400000000017,0.0,0.0,0.7490563386795065,5.9188209888816345e-12,2021-02-26,False,0.25161041038072474,-9900,-9900,5.381,5.378,10.64844,29.700000000001125,53242.200000000004,FILLED,132.4118600000511,39300,53363.96342000006,29400.0
2021-04-01,5.056,5.112,CLOSE,101357.86272000006,19900,0.0,203086.66272000008,0.006206583266629373,1252.6993000000366,1290.8000000000077,0.0,0.0,0.5009132487457124,2.999556159011263e-11,2021-03-31,False,0.23762889778182245,-9500,-9500,5.056,5.053,9.6007,28.50000000000108,48003.5,FILLED,53363.96342000006,29400,101357.86272000006,19900.0
2021-05-06,5.109,5.061,CLOSE,152407.65072000006,9900,0.0,202511.55072000006,-0.004392771684498142,-893.5119999999879,-853.3000000000029,0.0,0.0,0.24741255410796545,1.6154189097505878e-11,2021-04-30,False,0.2514936898820587,-10000,-10000,5.109,5.106,10.212,30.000000000001137,51060.0,FILLED,101357.86272000006,19900,152407.65072000006,9900.0
2021-06-01,5.333,5.346,CLOSE,102772.92576000007,19200,0.0,205416.12576000008,0.0007906065558855868,162.27504000000772,200.09999999999914,0.0,0.0,0.4996842366695406,9.634959496906959e-12,2021-05-31,False,0.2418311299243002,9300,9300,5.333,5.336,9.92496,27.900000000001057,49624.8,FILLED,152407.65072000006,9900,102772.92576000007,19200.0
2021-07-01,5.273,5.254,CLOSE,398.05488000008336,38600,0.0,203202.4548800001,-0.0023843848441722493,-485.6708799999906,-407.00000000001535,0.0,0.0,0.9980410921697025,2.6979307676811004e-11,2021-06-30,False,0.5017015313919772,19500,19400,5.273,5.276,20.47088,58.200000000002206,102354.4,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,102772.92576000007,19200,398.05488000008336,38600.0
2021-08-02,4.856,4.993,CLOSE,46977.53712000008,29000,0.0,191774.53712000008,0.017602305849739208,3317.2822400000005,3355.4000000000124,0.0,0.0,0.7550376717081863,-1.0821565865626326e-11,2021-07-30,False,0.2480243057823061,-9600,-9600,4.856,4.853,9.31776,28.80000000000109,46588.799999999996,FILLED,398.05488000008336,38600,46977.53712000008,29000.0
2021-09-01,4.88,4.949,CLOSE,94274.97574000008,19300,0.0,189790.6757400001,0.0070151688987651895,1322.1386200000125,1360.700000000009,0.0,0.0,0.503268664951959,4.639844064513454e-12,2021-08-31,False,0.2509682658075463,-9700,-9700,4.88,4.877,9.46138,29.100000000001103,47306.9,FILLED,46977.53712000008,29000,94274.97574000008,19300.0
2021-10-08,4.978,5.006,CLOSE,142522.8242400001,9600,0.0,190580.4242400001,0.005592791469424929,1059.9485000000277,1098.7000000000075,0.0,0.0,0.2521644087615238,1.2647660696529783e-11,2021-09-30,False,0.2535193314559831,-9700,-9700,4.978,4.9750000000000005,9.651500000000002,29.099999999992487,48257.50000000001,FILLED,94274.97574000008,19300,142522.8242400001,9600.0
2021-11-01,4.957,4.965,CLOSE,95393.4002400001,19100,0.0,190224.9002400001,-0.0006069336057291652,-115.52400000000489,-77.60000000000008,0.0,0.0,0.49852306338630964,-3.730349362740526e-12,2021-10-29,False,0.24785647252621681,9500,9500,4.957,4.96,9.424000000000001,28.50000000000108,47120.0,FILLED,142522.8242400001,9600,95393.4002400001,19100.0
