date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2020-02-03,3.73,3.659,CLOSE,13362.679999999993,50000,0.0,196312.68,-0.018436600000000025,-3687.320000000007,-3550.0000000000086,0.0,0.0,0.9319316510782697,1.2846612662542611e-11,2020-01-23,False,0.933,50000,50000,3.73,3.732,37.32,100.0000000000112,186600.0,FILLED,200000.0,0,13362.679999999993,50000.0
2020-03-02,3.948,4.076,CLOSE,105680.61272,26600,0.0,214102.21272,0.01947278954775511,4089.5327200000174,4154.799999999997,0.0,0.0,0.5064011185246007,1.482902689531329e-11,2020-02-28,False,0.43810602522230224,-23400,-23400,3.948,3.946,18.467280000000002,46.799999999994846,92336.40000000001,FILLED,13362.679999999993,50000,105680.61272,26600.0
2020-04-01,3.664,3.673,CLOSE,203070.33088000002,0,0.0,203070.33088000002,-0.0010118352738612835,-205.68183999997564,-132.99999999999716,0.0,0.0,0.0,2.7483793019200675e-11,2020-03-31,False,0.4795104625836328,-26600,-26600,3.664,3.662,19.481840000000002,53.20000000000596,97409.2,FILLED,105680.61272,26600,203070.33088000002,0.0
2020-06-01,3.898,3.968,CLOSE,100869.89488000002,26200,0.0,204831.49488,0.0086726800137078,1761.1639999999898,1833.999999999996,0.0,0.0,0.5075469476064003,-1.1922907106054481e-11,2020-05-29,False,0.5031754247762615,26200,26200,3.898,3.9,20.436,52.39999999999423,102180.0,FILLED,203070.33088000002,0,100869.89488000002,26200.0
2020-07-01,4.187,4.272,CLOSE,210468.77072000003,0,0.0,210468.77072000003,0.0006431493000065291,135.27584000001661,235.80000000000894,0.0,0.0,0.0,1.0658141036401503e-11,2020-06-30,False,0.5205925206828996,-26200,-26200,4.187,4.184,21.92416,78.60000000000298,109620.8,FILLED,100869.89488000002,26200,210468.77072000003,0.0
2021-02-01,5.348,5.411,CLOSE,105568.19480000003,19600,0.0,211623.79480000003,0.005487864427813793,1155.0240800000029,1234.7999999999945,0.0,0.0,0.5011515841128843,1.0601297617540695e-11,2021-01-29,False,0.4983143087747113,19600,19600,5.348,5.351,20.975920000000002,58.80000000000223,104879.6,FILLED,210468.77072000003,0,105568.19480000003,19600.0
2021-04-01,5.056,5.112,CLOSE,153562.09410000002,10100,0.0,205193.29410000003,0.0031537765494862313,645.0993000000017,683.2000000000049,0.0,0.0,0.2516222580589684,-2.177813485104707e-12,2021-03-31,False,0.23454578742339016,-9500,-9500,5.056,5.053,9.6007,28.50000000000108,48003.5,FILLED,105568.19480000003,19600,153562.09410000002,10100.0
2021-05-06,5.109,5.061,CLOSE,205122.37998000003,0,0.0,205122.37998000003,-0.00113225507002912,-232.5141200000071,-191.90000000000128,0.0,0.0,0.0,-4.661160346586257e-12,2021-04-30,False,0.2513640446037924,-10100,-10100,5.109,5.106,10.31412,30.30000000000115,51570.6,FILLED,153562.09410000002,10100,205122.37998000003,0.0
2021-06-01,5.333,5.346,CLOSE,153886.53486,9600,0.0,205208.13486000002,0.00041806691209589353,85.75487999999314,124.79999999999905,0.0,0.0,0.25009534848612774,-4.817479748453479e-12,2021-05-31,False,0.24973189178574584,9600,9600,5.333,5.336,10.245120000000002,28.80000000000109,51225.600000000006,FILLED,205122.37998000003,0,153886.53486,9600.0
2021-07-01,5.273,5.254,CLOSE,102171.39390000002,19400,0.0,204098.9939,-0.001199647644244739,-245.14096000001882,-205.40000000000765,0.0,0.0,0.49940275575263376,-1.0057732424684218e-11,2021-06-30,False,0.25282613963648615,9800,9800,5.273,5.276,10.340959999999999,29.400000000001114,51704.799999999996,FILLED,153886.53486,9600,102171.39390000002,19400.0
2021-09-01,4.88,4.949,CLOSE,148006.02514,10000,0.0,197496.02514,0.003414376604619962,672.0312400000112,709.400000000006,0.0,0.0,0.25058732176973064,6.231459792616079e-12,2021-08-31,False,0.2328947855028829,-9400,-9400,4.88,4.877,9.168759999999999,28.20000000000107,45843.799999999996,FILLED,102171.39390000002,19400,148006.02514,10000.0
2021-12-01,4.911,4.924,CLOSE,49214.870860000025,30100,0.0,197427.27086000005,0.001578997546135552,311.24572000003536,391.3000000000237,0.0,0.0,0.7507189830178053,1.3933743048255565e-11,2021-11-30,False,0.5010825473466626,20100,20100,4.911,4.914,19.75428,60.300000000002285,98771.4,FILLED,148006.02514,10000,49214.870860000025,30100.0
2022-02-07,4.625,4.626,CLOSE,94910.48150000002,20700,0.0,190668.68150000004,0.011248664623963345,2120.9106400000164,2157.799999999999,0.0,0.0,0.502223014533197,1.8680168523133034e-11,2022-01-28,False,0.2278460782129823,-9400,-9400,4.625,4.622,8.689359999999999,28.20000000000107,43446.799999999996,FILLED,51472.370860000025,30100,94910.48150000002,20700.0
2022-03-01,4.588,4.609,CLOSE,142584.94470000002,10300,0.0,190057.6447,0.002783003719120103,527.4631999999983,568.2000000000062,0.0,0.0,0.24978053408445713,-6.679101716144942e-12,2022-02-28,False,0.2511242747252062,-10400,-10400,4.588,4.585,9.536800000000001,31.200000000001182,47684.0,FILLED,94910.48150000002,20700,142584.94470000002,10300.0
2024-07-01,3.487,3.501,CLOSE,179.2953400000697,51500,0.0,180480.79534000007,0.003390490003914559,609.8506400000188,720.9999999999892,0.0,0.0,0.9990065683184612,2.0477841644606087e-11,2024-06-28,False,0.7991663147138625,41200,41200,3.487,3.489,28.74936,82.39999999999092,143746.8,FILLED,143954.84470000005,10300,179.2953400000697,51500.0
2024-10-08,4.656,4.412,CLOSE,60190.99060000008,38600,0.0,230494.19060000006,0.05644634365502044,12315.39526000002,12366.100000000013,0.0,0.0,0.7388611381340382,-3.751665644813329e-12,2024-09-30,False,0.2501370049738374,-12900,-12900,4.656,4.6530000000000005,12.004740000000002,38.69999999999001,60023.700000000004,FILLED,179.2953400000697,51500,60190.99060000008,38600.0
